Protein Group	Protein ID	Accession	-10lgP	Coverage (%)	Coverage (%) Sample 1	Area Sample 1	#Peptides	#Unique	#Spec Sample 1	PTM	Avg. Mass	Description
545	777	AIFLKA_03596	242,34	29	29	4,6E+06	10	1	19	Oxidation (M)	48989	NAD(P) transhydrogenase subunit beta
523	825	AIFLKA_00284	194,24	25	25	2,8E+06	7	1	19	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	40743	Acetyl-CoA C-acetyltransferase
570	614	LLHKPE_03789	226,8	45	45	4,2E+08	10	10	18	Carbamidomethylation	29240	DUF2092 domain-containing protein
577	910	LLHKPE_00846	255,29	45	45	3,9E+08	8	7	18	Deamidation (NQ)	30423	cytochrome c oxidase subunit II
572	988	FCFFJI_02693	217,66	53	53	3,8E+08	8	8	18	Oxidation (M)	17512	30S ribosomal protein S7
579	1383	LLHKPE_00251	210,99	57	57	2,9E+08	7	6	18		20461	Tellurium resistance protein
552	359	FCFFJI_01467	243,7	49	49	2,9E+08	13	13	18		40332	ABC transporter substrate-binding protein
567	1385	LLHKPE_00941	193,41	58	58	2,8E+08	6	6	18	Deamidation (NQ); Oxidation (M)	13777	Cytochrome C Planctomycete-type domain-containing protein
564	686	LLHKPE_02976	233,01	58	58	2,5E+08	9	9	18	Carbamidomethylation	28616	enoyl-CoA hydratase
563	645	LLHKPE_00072	233,73	48	48	2,5E+08	9	7	18	Carbamidomethylation; Deamidation (NQ)	32341	translation elongation factor Ts
557	494	FCFFJI_01392	261,26	57	57	2,2E+08	11	11	18	Carbamidomethylation	32880	Carbon-nitrogen hydrolase family protein
554	701	FCFFJI_00113	208,5	48	48	2,2E+08	9	9	18	Deamidation (NQ)	28921	peptidylprolyl isomerase
575	759	FCFFJI_01636	206,45	30	30	1,7E+08	10	10	18	Carbamidomethylation	46617	polyphosphate kinase 2
581	888	LLHKPE_03453	198,24	37	37	1,7E+08	8	5	18	Carbamidomethylation; Oxidation (M)	31978	Putative lyase/thioesterase
578	752	FCFFJI_00676	233,01	42	42	1,6E+08	10	10	18	Deamidation (NQ)	32642	cytochrome-c oxidase  cbb3-type subunit III
553	620	LLHKPE_02170	226,25	32	32	1,4E+08	10	10	18	Carbamidomethylation; Oxidation (M)	46164	NDMA-dependent methanol dehydrogenase
548	254	LLHKPE_02691	231,36	29	29	1,3E+08	13	11	18	Carbamidomethylation	82275	NADP-dependent fused malic enzyme oxidoreductase phosphotransacetylase
580	869	LLHKPE_00252	247,71	71	71	1,3E+08	10	5	18	Carbamidomethylation; Oxidation (M)	20557	TerD family protein
562	613	LLHKPE_01839	193,73	38	38	1,1E+08	11	11	18	Carbamidomethylation	39662	type VI secretion system protein TssA
569	452	LLHKPE_01350	205,44	48	48	9,7E+07	11	5	18	Carbamidomethylation	34391	UTP--glucose-1-phosphate uridylyltransferase GalU
561	446	LLHKPE_01497	247,85	43	43	8,4E+07	11	7	18	Oxidation (M)	45482	argininosuccinate synthase
573	402	LLHKPE_03386	219,48	49	49	8,3E+07	12	8	18	Carbamidomethylation	43921	Acetylornithine aminotransferase
574	528	FCFFJI_01538	207,98	37	37	8,2E+07	10	9	18	Carbamidomethylation; Deamidation (NQ)	51917	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
558	500	FCFFJI_00520	252,81	28	28	7,4E+07	11	11	18	Carbamidomethylation; Deamidation (NQ)	64602	Carbamoyltransferase
556	438	LLHKPE_03118	213,86	46	46	7,1E+07	12	9	18	Carbamidomethylation; Deamidation (NQ)	40672	DNA-directed RNA polymerase subunit alpha
566	1008	FCFFJI_01229	207,29	34	34	6,5E+07	8	8	18	Carbamidomethylation; Deamidation (NQ)	45859	alanine transaminase
565	917	LLHKPE_01863	242,8	32	32	2,7E+07	10	2	18		26991	NADH-quinone oxidoreductase subunit C
555	327	JABIIP_00652	257,94	33	33	3,0E+06	13	1	18	Carbamidomethylation; Deamidation (NQ)	72826	Putative ethylmalonyl-CoA mutase
623	1702	LLHKPE_02056	218,38	58	58	8,5E+08	7	7	17	Oxidation (M)	16210	hypothetical protein
616	5329	FCFFJI_00630	137,93	55	55	6,5E+08	2	2	17	Oxidation (M)	7212	Cold-shock protein
612	727	JABIIP_00712	209,47	72	72	3,4E+08	10	7	17	Deamidation (NQ); Oxidation (M)	17170	Type VI secretion system tube protein Hcp
611	725	FCFFJI_01297	206,82	53	53	2,8E+08	11	11	17	Carbamidomethylation; Deamidation (NQ)	28226	succinate dehydrogenase/fumarate reductase iron-sulfur subunit
610	1377	LLHKPE_00312	211,02	76	76	2,8E+08	8	8	17	Carbamidomethylation	15915	nucleoside-diphosphate kinase
620	731	LLHKPE_00670	205,1	56	56	2,7E+08	10	5	17	Oxidation (M)	26607	Electron transfer flavoprotein subunit beta
599	407	FCFFJI_02283	253,51	45	45	2,1E+08	11	11	17	Carbamidomethylation; Deamidation (NQ)	45450	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
621	935	LLHKPE_00527	218,09	60	60	2,1E+08	9	8	17	Carbamidomethylation; Deamidation (NQ)	17551	bacterioferritin
624	595	LLHKPE_00521	240,36	61	61	1,9E+08	10	9	17	Carbamidomethylation; Deamidation (NQ)	36828	N-acetyl-gamma-glutamyl-phosphate reductase
622	1360	FCFFJI_00674	220,11	49	49	1,8E+08	7	7	17	Deamidation (NQ)	23723	cytochrome-c oxidase  cbb3-type subunit II
606	712	LLHKPE_03106	227,22	56	56	1,6E+08	10	7	17	Deamidation (NQ)	20448	50S ribosomal protein L5
607	1113	JABIIP_01960	240,33	56	56	1,4E+08	11	4	17	Carbamidomethylation; Deamidation (NQ)	22279	OmpA-like domain-containing protein
613	745	LLHKPE_03320	234,88	45	45	1,4E+08	9	6	17	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	34250	branched-chain amino acid transaminase
589	456	LLHKPE_03547	219,07	43	43	1,3E+08	11	8	17	Carbamidomethylation	42335	Aminotransferase
618	353	LLHKPE_01588	265,31	39	39	1,1E+08	13	12	17	Carbamidomethylation	56438	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
625	716	LLHKPE_02890	239,16	37	37	1,0E+08	10	7	17	Carbamidomethylation	46908	alanine transaminase
585	208	FCFFJI_02027	259,19	26	26	9,2E+07	13	13	17	Carbamidomethylation	81298	Dehydrogenase
584	366	FCFFJI_00303	212,12	19	19	9,2E+07	11	10	17		96572	aconitate hydratase AcnA
591	367	FCFFJI_00652	205,93	37	37	9,1E+07	11	10	17	Carbamidomethylation	55906	2-isopropylmalate synthase
626	1693	FCFFJI_00709	198,79	57	57	8,6E+07	5	5	17	Deamidation (NQ)	14514	30S ribosomal protein S9
604	591	FCFFJI_02410	213,81	37	37	6,4E+07	10	10	17		50204	Carbohydrate porin
601	615	JABIIP_00742	223,7	52	52	6,2E+07	10	5	17	Carbamidomethylation; Deamidation (NQ)	32909	cysteine synthase A
590	226	LLHKPE_02708	261,44	20	20	5,8E+07	14	8	17	Carbamidomethylation	117947	carbamoyl-phosphate synthase large subunit
614	837	JABIIP_01810	245,5	77	77	5,0E+07	10	5	17	Oxidation (M)	15640	peptidoglycan-binding protein LysM
587	299	LLHKPE_00367	216,65	32	32	3,9E+07	13	7	17	Carbamidomethylation	62789	proline--tRNA ligase
588	372	LLHKPE_02721	194,51	18	18	3,7E+07	12	9	17	Carbamidomethylation	104429	Ribonuclease E
605	1210	JABIIP_00648	221,85	25	25	2,9E+07	7	2	17	Carbamidomethylation; Deamidation (NQ)	43740	Putative acyl dehydratase
595	674	JABIIP_01171	202,8	36	36	2,8E+07	9	2	17	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	28024	enoyl-CoA hydratase
617	895	JABIIP_00248	236,64	57	57	1,9E+07	10	3	17	Deamidation (NQ); Oxidation (M)	32110	Electron transfer flavoprotein alpha-subunit
615	896	LGNCKJ_02777	218,97	42	42	1,7E+07	9	3	17	Carbamidomethylation	29531	Amino acid ABC transporter substrate-binding protein
586	525	JABIIP_00647	197,03	20	20	1,7E+07	9	2	17	Deamidation (NQ); Oxidation (M)	62398	Acyl-CoA dehydrogenase family protein
598	1348	AIFLKA_01158	206,65	38	38	1,2E+07	8	1	17	Oxidation (M)	32389	3-hydroxyacyl-CoA dehydrogenase family protein
602	377	JABIIP_00209	234,07	33	33	8,0E+06	11	2	17		61795	30S ribosomal protein S1
597	1064	HAPDOO_03242	244,67	33	33	6,8E+06	8	1	17	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	29855	Isocitrate lyase
582	290	JABIIP_02734	245,45	14	14	3,1E+06	12	2	17	Carbamidomethylation; Deamidation (NQ)	155639	DNA-directed RNA polymerase subunit beta
600	543	JABIIP_00892	217,15	25	25	1,7E+06	13	2	17	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	52518	adenosylhomocysteinase
583	360	AIFLKA_02349	236,26	20	20	7,0E+05	12	1	17		73461	propionyl-CoA carboxylase
646	429	LLHKPE_00028	230,22	42	42	4,4E+08	11	9	16	Carbamidomethylation; Deamidation (NQ)	40089	aspartate-semialdehyde dehydrogenase
654	1396	LLHKPE_00733	240,18	74	74	4,0E+08	7	7	16		16941	CBS domain-containing protein
667	553	LLHKPE_00267	249,68	52	52	3,3E+08	10	10	16	Carbamidomethylation	35908	Putative Uncharacterized zinc-type alcohol dehydrogenase-like protein YogA
650	827	FCFFJI_02492	241,1	57	57	3,2E+08	9	9	16	Oxidation (M)	18729	Phasin family protein
631	379	FCFFJI_01330	233,66	40	40	2,8E+08	10	8	16	Carbamidomethylation	32088	polyphosphate kinase 2
673	1345	LLHKPE_02233	231,11	59	59	2,5E+08	8	8	16	Carbamidomethylation	16477	SoxXA-binding protein
645	764	FCFFJI_00856	226,95	33	33	2,2E+08	9	9	16	Deamidation (NQ)	37475	Band 7 domain-containing protein
642	397	FCFFJI_00197	242,91	38	38	2,1E+08	12	12	16	Carbamidomethylation	47112	adenylosuccinate synthase
670	626	LLHKPE_00607	248,59	48	48	1,8E+08	9	9	16		33440	hypothetical protein
657	498	FCFFJI_00141	255,07	51	51	1,6E+08	11	11	16	Carbamidomethylation; Deamidation (NQ)	37059	Fe(3+) ABC transporter substrate-binding protein
632	431	FCFFJI_01894	244,34	20	20	1,6E+08	11	11	16	Oxidation (M)	84145	outer membrane protein assembly factor BamA
658	569	FCFFJI_02145	221,64	46	46	1,5E+08	10	9	16	Carbamidomethylation; Deamidation (NQ)	29796	2 3 4 5-tetrahydropyridine-2 6-dicarboxylate N-succinyltransferase
663	501	FCFFJI_00812	222,82	51	51	1,4E+08	11	11	16	Carbamidomethylation	42055	Acetate kinase
672	1091	FCFFJI_02704	232,2	54	54	1,4E+08	8	8	16	Carbamidomethylation	24767	DUF47 family protein
652	1093	LGNCKJ_01750	255,8	54	54	1,2E+08	9	5	16	Carbamidomethylation	21421	Superoxide dismutase
627	275	FCFFJI_02376	241,51	40	40	1,2E+08	13	13	16	Carbamidomethylation; Deamidation (NQ)	54301	CHAD domain-containing protein
666	455	FCFFJI_00191	227,45	27	27	1,1E+08	10	10	16	Carbamidomethylation; Deamidation (NQ)	56442	C-type cytochrome
671	765	LLHKPE_00636	201,65	27	27	1,1E+08	9	9	16	Carbamidomethylation	47048	adenylosuccinate synthase
648	669	JABIIP_03199	217,31	50	50	1,1E+08	9	4	16	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	28135	1 4-dihydroxy-2-naphthoyl-CoA synthase
660	697	FCFFJI_02347	199,91	25	25	1,0E+08	9	8	16	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	55400	Acyl-CoA carboxylase subunit beta
655	404	LLHKPE_01728	232,79	46	46	9,9E+07	11	11	16	Carbamidomethylation; Deamidation (NQ)	42710	Acetate kinase
636	552	FCFFJI_02499	211,05	46	46	8,5E+07	8	7	16	Carbamidomethylation; Deamidation (NQ)	36038	ArsJ-associated glyceraldehyde-3-phosphate dehydrogenase
639	338	FCFFJI_00465	238,88	46	46	8,2E+07	13	13	16		45621	Tol-Pal system beta propeller repeat protein TolB
644	754	FCFFJI_02433	162,1	22	22	7,7E+07	10	10	16		50130	Outer membrane lipoprotein-sorting protein
647	465	LLHKPE_02371	187,77	37	37	7,6E+07	9	9	16	Carbamidomethylation	39901	Putative type IV fimbriae biogenesis protein
628	281	LLHKPE_03055	218,55	28	28	7,6E+07	12	12	16		70734	Periplasmic chaperone PpiD
661	702	LGNCKJ_01407	225,94	44	44	7,4E+07	10	3	16	Carbamidomethylation; Deamidation (NQ)	42847	ABC transporter substrate-binding protein
656	421	FCFFJI_02034	243,39	46	46	7,4E+07	11	11	16	Deamidation (NQ)	43435	Magnesium transporter CorA
630	460	LLHKPE_03063	180,54	30	30	7,1E+07	10	10	16	Deamidation (NQ)	50189	trigger factor
669	1209	LLHKPE_00512	191,26	38	38	7,0E+07	8	6	16	Carbamidomethylation; Oxidation (M)	24278	50S ribosomal protein L1
635	521	LLHKPE_02154	212,42	32	32	6,7E+07	9	9	16	Carbamidomethylation	50612	DUF1015 domain-containing protein
633	392	LLHKPE_02921	184,9	23	23	6,2E+07	10	9	16	Carbamidomethylation; Deamidation (NQ)	74029	PhoPQ-activated pathogenicity-related family protein
668	856	LLHKPE_01648	181,15	44	44	5,3E+07	7	4	16	Carbamidomethylation; Deamidation (NQ)	31566	pyridoxal 5'-phosphate synthase lyase subunit PdxS
651	982	JABIIP_00249	188,42	43	43	5,0E+07	9	3	16	Oxidation (M)	26606	Electron transfer flavoprotein subunit beta
641	1248	FCFFJI_01909	196,19	35	35	4,9E+07	8	6	16		31805	UTP--glucose-1-phosphate uridylyltransferase GalU
640	631	LLHKPE_02499	213,91	22	22	3,6E+07	11	3	16		63300	hypothetical protein
659	688	BDJIJG_01799	214,33	20	20	3,4E+07	9	1	16	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	60579	glucose-6-phosphate isomerase
643	655	JABIIP_01162	211,45	21	21	2,3E+07	9	3	16	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	60617	glucose-6-phosphate isomerase
662	735	AIFLKA_03237	226,65	28	28	1,4E+07	9	1	16	Carbamidomethylation; Oxidation (M)	55659	Acyl-CoA carboxylase subunit beta
674	2217	DHPIBI_02184	215,8	57	57	4,4E+06	6	2	16		10460	Co-chaperonin GroES
649	768	DHPIBI_01408	238,15	24	24	2,1E+06	9	2	16	Carbamidomethylation; Deamidation (NQ)	59455	alpha-D-glucose phosphate-specific phosphoglucomutase
720	2314	FCFFJI_02557	144,49	41	41	1,2E+09	4	4	15	Deamidation (NQ); Oxidation (M)	10675	C-type cytochrome
690	1619	HAPDOO_01770	197,46	11	11	8,2E+08	6	5	15	Deamidation (NQ); Oxidation (M)	48853	citrate synthase
703	1526	LLHKPE_03006	208,5	44	44	4,1E+08	7	5	15	Oxidation (M)	18003	Lipopolysaccharide transport periplasmic protein LptA
726	1705	LLHKPE_03834	239,87	33	33	3,3E+08	8	8	15	Oxidation (M)	27956	Cytochrome c1
694	707	FCFFJI_01917	197,89	44	44	3,2E+08	9	9	15	Carbamidomethylation; Deamidation (NQ)	26877	Succinate dehydrogenase iron-sulfur subunit
699	1341	FCFFJI_00270	241,75	51	51	3,1E+08	7	7	15	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	21949	50S ribosomal protein L25/general stress protein Ctc
712	715	FCFFJI_01721	240,48	57	57	2,7E+08	10	10	15	Carbamidomethylation	30999	4-hydroxy-tetrahydrodipicolinate synthase
718	1088	FCFFJI_00885	233,08	58	58	2,5E+08	7	7	15		23527	Protein-L-isoaspartate O-methyltransferase
698	439	LLHKPE_01743	179,05	30	30	2,5E+08	11	11	15		51319	DUF2252 domain-containing protein
707	947	LLHKPE_01031	203,58	74	74	2,4E+08	7	7	15	Carbamidomethylation; Deamidation (NQ)	22438	Nitroreductase
702	1090	FCFFJI_02635	237,25	55	55	2,3E+08	8	8	15	Carbamidomethylation	24067	Glutathione S-transferase
715	1106	FCFFJI_02561	214,3	79	79	2,1E+08	10	10	15	Carbamidomethylation; Deamidation (NQ)	16913	VOC domain-containing protein
721	872	FCFFJI_02092	238,21	50	50	1,6E+08	9	9	15	Carbamidomethylation; Oxidation (M)	34090	Oxidoreductase
725	1601	FCFFJI_01900	182,27	29	29	1,5E+08	6	6	15	Carbamidomethylation; Deamidation (NQ)	25327	UMP kinase
727	2206	JABIIP_02297	185,87	39	39	1,5E+08	5	5	15	Oxidation (M)	12905	Roadblock/LAMTOR2 domain-containing protein
701	694	FCFFJI_00271	222,64	46	46	1,5E+08	10	10	15	Carbamidomethylation	34416	Ribose-phosphate pyrophosphokinase
693	393	FCFFJI_00301	235,61	59	59	1,5E+08	12	12	15	Carbamidomethylation; Deamidation (NQ)	41619	Phosphoglycerate kinase
711	1690	AIFLKA_02352	250,06	53	53	1,4E+08	9	4	15		16748	Phasin
713	736	LLHKPE_03217	241,91	31	31	1,4E+08	8	5	15	Deamidation (NQ)	42698	Putative Efflux pump periplasmic linker BepD
723	878	LGNCKJ_01335	235,9	46	46	1,3E+08	11	7	15		35931	TRAP transporter substrate-binding protein
695	914	AOOPHA_02257	212,18	23	23	1,3E+08	7	3	15	Carbamidomethylation; Deamidation (NQ)	43494	elongation factor Tu
689	889	LLHKPE_03371	233,9	28	28	1,2E+08	8	3	15	Deamidation (NQ); Oxidation (M)	44223	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
716	493	LLHKPE_00624	236,24	61	61	1,2E+08	12	9	15	Carbamidomethylation	31024	4-hydroxy-tetrahydrodipicolinate synthase
709	1148	FCFFJI_01500	180,66	36	36	1,1E+08	6	6	15	Deamidation (NQ); Oxidation (M)	20210	Pilus assembly protein PilP
676	430	LLHKPE_01699	254,96	29	29	1,0E+08	9	7	15	Carbamidomethylation; Deamidation (NQ)	52711	Glutamate synthase  beta subunit
706	860	LLHKPE_00141	209,12	23	23	1,0E+08	8	8	15		58995	Sulfatase
696	1216	FCFFJI_01891	222,8	78	78	1,0E+08	8	7	15	Oxidation (M)	16285	3-hydroxyacyl-ACP dehydratase FabZ
683	636	FCFFJI_00844	190,34	31	31	9,0E+07	9	9	15	Carbamidomethylation	50090	acetyl-CoA carboxylase biotin carboxylase subunit
708	1098	JABIIP_01094	221,72	42	42	8,7E+07	9	4	15	Carbamidomethylation	29399	Amino acid ABC transporter substrate-binding protein
682	594	FCFFJI_01445	177,2	29	29	8,5E+07	9	9	15	Deamidation (NQ)	47406	Protein HflK
697	390	FCFFJI_01104	219,28	19	19	7,8E+07	10	10	15		73537	elongation factor G
700	443	FCFFJI_02228	218,27	43	43	7,2E+07	11	9	15	Carbamidomethylation	29642	septum site-determining protein MinD
686	398	JABIIP_01106	221,01	26	26	7,1E+07	11	6	15		63596	Extracellular solute-binding protein  family 1
684	284	LLHKPE_01748	236,23	19	19	6,9E+07	12	12	15		111452	Acriflavin resistance protein
722	873	LLHKPE_02396	164,89	24	24	5,9E+07	7	7	15		55070	DUF4331 domain-containing protein
677	476	LLHKPE_00026	192,09	11	11	5,7E+07	8	6	15		125081	Transglutaminase-like domain-containing protein
685	391	LLHKPE_03029	201,91	28	28	5,3E+07	11	7	15	Carbamidomethylation; Deamidation (NQ)	66686	aspartate--tRNA ligase
691	457	JABIIP_02012	241,73	21	21	2,0E+07	10	4	15	Carbamidomethylation	74153	elongation factor G
688	554	JABIIP_01822	192,54	16	16	1,0E+07	9	2	15	Carbamidomethylation	81097	glycogen debranching protein GlgX
724	1583	AIFLKA_03331	175,42	11	11	1,3E+06	5	1	15	Deamidation (NQ)	62329	dihydrolipoyl dehydrogenase
710	1175	AIFLKA_02006	212,97	29	29	8,7E+05	8	1	15		28113	succinate dehydrogenase/fumarate reductase iron-sulfur subunit
679	1293	AIFLKA_00544	182,38	14	14	4,9E+05	6	1	15	Deamidation (NQ)	64331	acetolactate synthase 3 large subunit
790	2757	LLHKPE_03037	195,63	40	40	5,3E+08	5	5	14	Carbamidomethylation; Deamidation (NQ)	11424	High-putative iron-sulfur protein
779	949	LLHKPE_00415	183,74	65	65	3,7E+08	7	7	14	Carbamidomethylation	19258	Putative UspA domain-containing protein
765	717	LLHKPE_00104	212,77	74	74	3,1E+08	9	9	14		24648	Protein-L-isoaspartate O-methyltransferase
773	709	FCFFJI_00495	221,27	37	37	2,4E+08	10	10	14	Carbamidomethylation; Oxidation (M)	43854	hypothetical protein
769	1713	JABIIP_00109	208,86	48	48	2,3E+08	7	7	14	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	17150	Calcium:proton antiporter
777	1364	FCFFJI_00918	214,18	80	80	1,9E+08	7	7	14	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	15276	(R)-hydratase
820	522	LLHKPE_00762	241,21	27	27	1,7E+08	9	9	14	Deamidation (NQ); Oxidation (M)	59119	DUF1254 domain-containing protein
741	740	FCFFJI_01649	215,89	57	57	1,7E+08	9	9	14	Carbamidomethylation	26339	Peptidoglycan-binding protein
740	483	LLHKPE_03122	213,44	47	47	1,4E+08	9	9	14	Carbamidomethylation; Deamidation (NQ)	35327	Quinone oxidoreductase
772	685	FCFFJI_00241	237,87	38	38	1,4E+08	10	10	14	Carbamidomethylation; Oxidation (M)	48980	TrpB-like pyridoxal phosphate-dependent enzyme
789	1204	FCFFJI_01931	237,7	38	38	1,3E+08	6	5	14	Carbamidomethylation; Deamidation (NQ)	33966	thioredoxin-disulfide reductase
783	504	FCFFJI_01735	255,99	59	59	1,3E+08	11	10	14	Carbamidomethylation	34001	Quinone oxidoreductase
758	1014	FCFFJI_02341	206,76	46	46	1,1E+08	8	8	14		23858	BON domain-containing protein
746	782	LLHKPE_03054	181,29	33	33	1,1E+08	8	7	14		27879	Enoyl-[acyl-carrier-protein] reductase [NADH]
766	1059	FGMNAO_00358	181,68	18	18	1,1E+08	7	2	14	Carbamidomethylation; Oxidation (M)	42736	elongation factor Tu
752	684	LLHKPE_03868	217,29	45	45	1,1E+08	9	9	14	Deamidation (NQ)	34263	Putative Oxidoreductase  NmrA-like
782	337	LLHKPE_02634	219,45	67	67	9,9E+07	13	11	14	Carbamidomethylation	31846	Putative hydrolase
732	260	FCFFJI_02205	231,15	24	24	9,8E+07	12	12	14	Carbamidomethylation	104893	aminomethyl-transferring glycine dehydrogenase
730	630	FCFFJI_01326	207,14	12	12	9,1E+07	8	8	14	Deamidation (NQ)	114470	Efflux pump membrane transporter
778	605	FCFFJI_02144	188,61	41	41	8,7E+07	10	10	14	Carbamidomethylation	43437	PilT/PilU family type 4a pilus ATPase
771	666	FCFFJI_00873	229,5	42	42	8,3E+07	8	8	14	Carbamidomethylation	38053	MaoC family dehydratase
739	532	HADHNG_03012	195,16	31	31	8,0E+07	8	6	14	Carbamidomethylation; Deamidation (NQ)	36291	amino acid ABC transporter substrate-binding protein
735	376	LLHKPE_02376	184,55	13	13	7,8E+07	12	12	14	Carbamidomethylation; Deamidation (NQ)	152925	Big-1 domain-containing protein
737	617	LLHKPE_02165	197,6	14	14	7,8E+07	8	7	14		106273	isoleucine--tRNA ligase
774	823	LLHKPE_01028	221,6	34	34	7,7E+07	9	8	14	Carbamidomethylation; Deamidation (NQ)	39242	3-deoxy-7-phosphoheptulonate synthase
763	539	FCFFJI_00192	189,27	31	31	7,6E+07	10	10	14	Deamidation (NQ)	54942	Cytochrome c domain-containing protein
756	644	FCFFJI_01941	196,63	34	34	7,0E+07	8	7	14	Carbamidomethylation; Deamidation (NQ)	47723	UDP-glucose 6-dehydrogenase
761	514	LLHKPE_02147	201,04	37	37	6,9E+07	11	11	14		46526	Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
757	940	JABIIP_02835	203,6	30	30	6,8E+07	7	3	14		28291	succinate dehydrogenase/fumarate reductase iron-sulfur subunit
775	1145	LLHKPE_03553	194,28	49	49	6,8E+07	7	3	14	Oxidation (M)	17669	30S ribosomal protein S7
750	555	LLHKPE_00632	191,26	29	29	6,8E+07	10	10	14	Deamidation (NQ)	44541	FtsH protease activity modulator HflK
731	468	FCFFJI_01140	193,25	23	23	6,7E+07	10	10	14		63251	Nitrite/sulfite reductase
751	574	JABIIP_00615	205,16	24	24	6,4E+07	9	2	14	Carbamidomethylation	59979	Electron transfer flavoprotein-ubiquinone oxidoreductase
745	668	FCFFJI_01424	194,76	24	24	5,8E+07	9	6	14		46875	transcription termination factor Rho
729	518	LLHKPE_01831	209,27	13	13	5,5E+07	9	5	14	Carbamidomethylation	98267	type VI secretion system ATPase TssH
733	343	HKHPLO_00673	212,18	19	19	5,0E+07	11	11	14	Deamidation (NQ)	104213	TonB-dependent siderophore receptor
747	962	JABIIP_02533	186,65	27	27	4,9E+07	6	2	14	Oxidation (M)	27989	2 3-diphosphoglycerate-dependent phosphoglycerate mutase
738	347	LLHKPE_03187	238,33	26	26	4,7E+07	11	5	14	Carbamidomethylation; Deamidation (NQ)	71875	molecular chaperone HtpG
785	811	LLHKPE_02151	186,15	33	33	3,9E+07	9	7	14	Deamidation (NQ)	44761	L-carnitine dehydratase/bile acid-inducible protein F
736	323	HKHPLO_00348	221,33	17	17	3,5E+07	11	11	14	Deamidation (NQ)	119566	TonB-dependent receptor
768	1160	AIFLKA_01040	187,31	29	29	2,9E+07	6	2	14	Oxidation (M)	27661	30S ribosomal protein S2
768	1166	JABIIP_01540	187,31	29	29	2,9E+07	6	2	14	Oxidation (M)	27610	30S ribosomal protein S2
768	1207	DHPIBI_02233	187,31	29	29	2,9E+07	6	2	14	Oxidation (M)	27581	30S ribosomal protein S2
755	1217	LGNCKJ_00037	212,31	49	49	2,1E+07	9	2	14	Carbamidomethylation; Deamidation (NQ)	22331	OmpA-like domain-containing protein
734	361	JABIIP_01440	214,11	18	18	1,4E+07	11	4	14	Carbamidomethylation	99721	pyruvate dehydrogenase (acetyl-transferring)  homodimeric type
753	903	LGNCKJ_01547	221,59	45	45	8,0E+06	7	2	14	Carbamidomethylation; Deamidation (NQ)	28706	RES domain-containing protein
742	951	JABIIP_00713	175,92	21	21	4,5E+06	7	2	14	Deamidation (NQ)	56184	type VI secretion system contractile sheath large subunit
728	575	HKHPLO_01088	199,64	7	7	3,7E+06	10	1	14	Carbamidomethylation	154639	DNA-directed RNA polymerase subunit beta'
744	536	AIFLKA_01612	237,12	33	33	3,3E+06	9	1	14	Carbamidomethylation; Oxidation (M)	54955	Fumarate hydratase class I
781	3347	HAPDOO_00299	118,53	17	17	1,8E+06	2	1	14	Deamidation (NQ)	21259	Superoxide dismutase
764	621	AIFLKA_02560	245,17	32	32	1,6E+06	10	1	14	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	47495	isocitrate lyase
743	1220	BDJIJG_01203	207,38	17	17	1,2E+06	7	1	14	Deamidation (NQ); Oxidation (M)	52413	Glutamine synthetase
762	535	LGNCKJ_00217	205,66	28	28	1,2E+06	9	1	14	Carbamidomethylation; Deamidation (NQ)	44212	pyrophosphate--fructose-6-phosphate 1-phosphotransferase
787	1460	BDJIJG_02451	208,38	78	78	9,5E+05	8	1	14	Deamidation (NQ)	9135	RNA chaperone Hfq
788	1465	LGNCKJ_00181	206,18	77	77	7,0E+05	8	1	14	Deamidation (NQ)	9335	RNA chaperone Hfq
788	1466	DCJHLG_00164	206,18	77	77	7,0E+05	8	1	14	Deamidation (NQ)	9290	RNA chaperone Hfq
788	1467	AIFLKA_00420	206,18	77	77	7,0E+05	8	1	14	Deamidation (NQ)	9337	RNA chaperone Hfq
788	1468	JABIIP_01705	206,18	77	77	7,0E+05	8	1	14	Deamidation (NQ)	9422	RNA chaperone Hfq
788	1469	DHPIBI_01141	206,18	77	77	7,0E+05	8	1	14	Deamidation (NQ)	9356	RNA chaperone Hfq
