
Protein Group	Protein ID	Accession	-10lgP	Coverage (%)	Coverage (%) Sample 6	Area Sample 6	#Peptides	#Unique	#Spec Sample 6	PTM	Avg. Mass	Description
565	462	LLHKPE_00614	263,61	39	39	471000000	12	12	20	Deamidation (NQ)	48486	Putative Long-chain fatty acid transport protein
410	52	FCFFJI_01030	263,54	37	37	128000000	13	13	26	Carbamidomethylation	64196	Poly-beta-hydroxybutyrate polymerase
619	299	LLHKPE_00367	263,29	39	39	89500000	15	9	18	Carbamidomethylation	62789	proline--tRNA ligase
405	1317	AIFLKA_01814	263,15	37	37	130000000	12	4	26	Carbamidomethylation; Oxidation (M)	59803	hypothetical protein
575	1554	AIFLKA_00555	263,14	22	22	30700000	14	7	19		105753	Translation initiation factor IF-2
263	1071	AIFLKA_02612	261,49	40	40	182000000	19	10	36	Carbamidomethylation	81132	hypothetical protein
498	185	LLHKPE_00890	261,34	36	36	363000000	13	13	22	Deamidation (NQ); Oxidation (M)	60260	Putative Multicopper oxidase type 3
489	760	BDJIJG_01428	261,33	21	21	143000	12	1	23	Carbamidomethylation	69344	sodium-translocating pyrophosphatase
613	258	FCFFJI_00865	261,13	48	48	74000000	13	9	18	Carbamidomethylation; Deamidation (NQ)	51721	type I glutamate--ammonia ligase
421	2406	AIFLKA_00241	260,87	24	24	89700000	15	9	25	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	105733	oxoglutarate dehydrogenase (succinyl-transferring)
556	353	LLHKPE_01588	260,83	44	44	132000000	15	11	20	Carbamidomethylation	56438	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
451	1168	AIFLKA_02765	260,57	26	26	124000000	14	8	24		64148	Acyl-CoA dehydrogenase
441	812	LGNCKJ_01650	260,57	27	27	107000000	11	2	25	Carbamidomethylation; Oxidation (M)	48937	citrate synthase
483	331	FCFFJI_00132	260,47	42	42	147000000	11	9	23	Oxidation (M)	41285	ADP-forming succinate--CoA ligase subunit beta
470	322	LLHKPE_02860	260,45	34	34	147000000	15	7	23	Carbamidomethylation; Deamidation (NQ)	75664	transketolase
487	318	FCFFJI_02160	260,27	37	37	220000000	12	12	23		43710	ABC transporter substrate-binding protein
528	508	JABIIP_00005	260,12	33	33	26500000	13	4	21	Carbamidomethylation; Oxidation (M)	56308	Acyl-CoA carboxylase subunit beta
545	1335	AIFLKA_01366	260,03	37	37	282000000	14	5	20	Carbamidomethylation; Deamidation (NQ)	52884	Glutamate synthase  beta subunit
387	1105	AIFLKA_02696	260	50	50	171000000	12	6	28	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	43559	beta-ketoacyl-ACP synthase I
398	484	BDJIJG_00175	259,89	47	47	214000000	14	7	27	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	41212	ADP-forming succinate--CoA ligase subunit beta
436	541	JABIIP_02369	259,55	69	69	535000000	13	12	25	Carbamidomethylation; Oxidation (M)	20904	alkyl hydroperoxide reductase subunit C
636	281	LLHKPE_03055	259,28	32	32	96300000	13	13	17		70734	Periplasmic chaperone PpiD
339	1258	AIFLKA_00868	259,27	38	38	79400000	21	12	30	Oxidation (M)	98209	type VI secretion system ATPase TssH
600	521	LLHKPE_02154	258,97	42	42	106000000	12	9	19		50612	DUF1015 domain-containing protein
486	19399	BDJIJG_03754	258,91	30	30	2870000	11	2	23	Oxidation (M)	61651	Arylsulfatase
463	497	JABIIP_00173	258,62	36	36	304000000	8	8	24	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	40617	Porin domain-containing protein
465	1365	LLHKPE_03316	258,41	89	89	1840	10	1	24	Oxidation (M)	10467	Co-chaperonin GroES
514	837	JABIIP_01810	258,18	77	77	154000000	11	5	22	Deamidation (NQ); Oxidation (M)	15640	peptidoglycan-binding protein LysM
450	3077	AIFLKA_02488	257,77	46	46	90600000	15	12	24	Carbamidomethylation; Deamidation (NQ)	50257	DUF1015 domain-containing protein
364	1096	DHPIBI_00837	257,63	32	32	42000000	12	1	29	Deamidation (NQ); Oxidation (M)	39788	proton-translocating NAD(P)(+) transhydrogenase
484	871	LLHKPE_00994	257,39	73	73	1340000000	11	11	23	Deamidation (NQ)	20199	Tellurium resistance protein
484	733	ODMPFI_03306	257,39	56	56	1340000000	11	11	23	Deamidation (NQ)	26465	TerD domain-containing protein
501	319	LLHKPE_00021	257,29	46	46	20200000	13	3	22	Carbamidomethylation; Deamidation (NQ)	45880	Glycogen synthase
444	286	LGNCKJ_01159	257,28	32	32	2810000	14	2	24	Carbamidomethylation; Oxidation (M)	59871	malate synthase A
281	825	AIFLKA_00284	257,11	40	40	89200000	12	6	35	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	40743	Acetyl-CoA C-acetyltransferase
420	475	JABIIP_01063	256,69	26	26	30700000	13	4	26	Deamidation (NQ); Oxidation (M)	64218	acetolactate synthase 3 large subunit
507	869	LLHKPE_00252	256,49	78	78	152000000	11	6	22	Carbamidomethylation; Oxidation (M)	20557	TerD family protein
550	1443	DHPIBI_03032	256,33	20	20	62600000	9	2	20	Oxidation (M)	76333	methylmalonyl-CoA mutase
394	38	FCFFJI_00407	256,19	36	36	35500000	16	9	27	Carbamidomethylation; Deamidation (NQ)	55277	F0F1 ATP synthase subunit alpha
419	824	BDJIJG_01049	255,94	36	36	8240000	10	2	26	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	40681	Acetyl-CoA C-acetyltransferase
266	874	FCFFJI_00074	255,17	36	36	654000000	7	6	36	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	26100	Acetoacetyl-CoA reductase
344	577	BDJIJG_01845	254,23	48	48	1830000	11	1	30	Deamidation (NQ); Oxidation (M)	36140	ketol-acid reductoisomerase
810	1116	AIFLKA_02479	254,16	30	30	3290000	10	1	14	Deamidation (NQ)	47399	urea ABC transporter substrate-binding protein
383	2513	AIFLKA_02905	253,79	29	29	30300000	14	7	28	Deamidation (NQ)	66934	Arginine--tRNA ligase
213	627	LGNCKJ_00119	253,33	31	31	3940000	9	1	41	Deamidation (NQ); Oxidation (M)	35291	malate dehydrogenase
370	461	JABIIP_01061	253,02	45	45	15200000	12	1	29	Deamidation (NQ); Oxidation (M)	36139	ketol-acid reductoisomerase
596	71989	KABFEG_01667	252,6	53	53	220000000	10	10	19	Deamidation (NQ)	30949	porin
319	427	LLHKPE_02811	252,39	57	57	396000000	12	6	32	Carbamidomethylation; Oxidation (M)	28175	enoyl-CoA hydratase
571	429	LLHKPE_00028	252,27	42	42	524000000	11	9	20	Carbamidomethylation; Deamidation (NQ)	40089	aspartate-semialdehyde dehydrogenase
531	15	FCFFJI_01613	252,13	31	31	122000000	13	13	21	Carbamidomethylation	68347	Class I poly(R)-hydroxyalkanoic acid synthase
623	745	LLHKPE_03320	252	57	57	310000000	11	8	18	Carbamidomethylation; Oxidation (M)	34250	branched-chain amino acid transaminase
434	655	JABIIP_01162	251,31	29	29	22300000	12	4	25	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	60617	glucose-6-phosphate isomerase
385	865	AIFLKA_01159	251,21	58	58	108000000	12	3	28	Carbamidomethylation; Oxidation (M)	28137	enoyl-CoA hydratase
482	1809	AIFLKA_01636	250,92	39	39	38100000	18	7	23	Carbamidomethylation; Deamidation (NQ)	74247	elongation factor G
698	1641	AIFLKA_01937	250,88	64	64	106000000	11	3	16		20510	50S ribosomal protein L5
569	895	JABIIP_00248	250,36	47	47	71600000	10	2	20	Deamidation (NQ); Oxidation (M)	32110	Electron transfer flavoprotein alpha-subunit
703	626	LLHKPE_00607	250,12	48	48	345000000	9	9	16	Deamidation (NQ)	33440	hypothetical protein
583	807	JABIIP_01668	250,09	47	47	237000000	10	4	19	Deamidation (NQ); Oxidation (M)	34276	peptidylprolyl isomerase
629	2067	AIFLKA_02057	249,53	36	36	110000000	9	5	18	Deamidation (NQ)	43155	Efflux RND transporter periplasmic adaptor subunit
422	2071	AIFLKA_01995	249,48	26	26	80200000	15	7	25	Oxidation (M)	85548	Alpha-1 4-glucan:maltose-1-phosphate maltosyltransferase
879	3350	AIFLKA_03281	249,23	43	43	44400000	11	6	13	Deamidation (NQ)	42238	Tol-Pal system protein TolB
560	1928	BDJIJG_00589	248,91	49	49	60100000	11	5	20	Carbamidomethylation; Oxidation (M)	32684	cysteine synthase A
519	571	JABIIP_02061	248,8	31	31	16000000	9	2	22	Oxidation (M)	48882	NAD(P) transhydrogenase subunit beta
762	256	LLHKPE_02297	248,74	32	32	153000000	10	10	15	Deamidation (NQ); Oxidation (M)	55418	Serine aminopeptidase S33 domain-containing protein
445	889	LLHKPE_03371	248,17	35	35	209000000	11	6	24	Deamidation (NQ); Oxidation (M)	44223	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
795	1575	AIFLKA_01414	247,98	35	35	105000000	11	7	14		49758	putative periplasmic serine endoprotease DegP-like
617	489	LLHKPE_03682	247,95	30	30	165000000	11	9	18		41836	DUF2333 domain-containing protein
581	402	LLHKPE_03386	247,94	46	46	77300000	12	8	19	Carbamidomethylation; Deamidation (NQ)	43921	Acetylornithine aminotransferase
681	446	LLHKPE_01497	247,93	30	30	117000000	9	4	16		45482	argininosuccinate synthase
916	2484	AIFLKA_00203	247,83	43	43	65800000	9	3	12	Carbamidomethylation	40880	cell division protein FtsZ
430	1408	AIFLKA_00638	247,83	39	39	72500000	13	4	25	Carbamidomethylation; Oxidation (M)	47797	NADH-quinone oxidoreductase subunit D
699	1923	BDJIJG_01702	247,75	36	36	67600000	9	6	16	Deamidation (NQ)	36347	TRAP transporter substrate-binding protein
432	71983	AIFLKA_00294	247,74	35	35	140000000	18	18	25	Carbamidomethylation; Deamidation (NQ)	80886	Cellobiose 2-epimerase
393	677	JABIIP_01172	247,57	33	33	75500000	9	2	27	Oxidation (M)	32347	3-hydroxyacyl-CoA dehydrogenase family protein
777	2287	AIFLKA_00057	247,36	30	30	41100000	8	3	15		31906	Cytochrome c oxidase subunit 2
786	2536	LLHKPE_02155	247,29	58	58	198000000	9	7	15	Carbamidomethylation; Deamidation (NQ)	28727	DUF4384 domain-containing protein
544	1988	AIFLKA_02179	247,23	39	39	121000000	13	9	20	Carbamidomethylation; Oxidation (M)	48987	UDP-glucose 6-dehydrogenase
467	617	LLHKPE_02165	247	24	24	115000000	15	7	23	Carbamidomethylation	106273	isoleucine--tRNA ligase
657	2277	AIFLKA_01102	246,3	46	46	619000000	12	5	17	Carbamidomethylation; Deamidation (NQ)	51853	Glutamyl-tRNA(Gln) amidotransferase subunit A
493	755	FCFFJI_02291	246,27	74	74	155000000	8	7	23	Carbamidomethylation; Deamidation (NQ)	21405	Superoxide dismutase
247	1149	DCJHLG_02677	245,84	27	27	11100000	8	1	37	Deamidation (NQ); Oxidation (M)	35221	malate dehydrogenase
530	197	LLHKPE_02469	245,74	27	27	46600000	15	9	21		73658	Bacteriohemerythrin
416	1553	BDJIJG_01300	245,37	31	31	121000000	10	2	26	Deamidation (NQ); Oxidation (M)	28470	2 3-diphosphoglycerate-dependent phosphoglycerate mutase
546	857	BDJIJG_02175	245,34	20	20	3010000	10	2	20	Carbamidomethylation; Deamidation (NQ)	81962	Alpha-amlyase
964	7831	AIFLKA_01734	245,17	52	52	33900000	9	5	12	Carbamidomethylation	33855	Thioredoxin reductase
562	620	LLHKPE_02170	245,05	37	37	63900000	13	7	20	Carbamidomethylation; Deamidation (NQ)	46164	NDMA-dependent methanol dehydrogenase
638	1210	JABIIP_00648	244,58	36	36	38500000	10	3	17	Carbamidomethylation; Deamidation (NQ)	43740	Putative acyl dehydratase
731	18221	AIFLKA_01161	244,44	31	31	6830000	10	3	15		65691	Malate dehydrogenase
520	404	LLHKPE_01728	244,38	50	50	186000000	14	12	22	Carbamidomethylation; Deamidation (NQ)	42710	Acetate kinase
695	3600	AIFLKA_00340	244,14	32	32	96600000	12	10	16		50248	Trigger factor
730	226	LLHKPE_02708	244,08	18	18	51900000	12	4	15	Carbamidomethylation	117947	carbamoyl-phosphate synthase large subunit
540	1396	LLHKPE_00733	243,85	74	74	367000000	7	6	21	Oxidation (M)	16941	CBS domain-containing protein
713	2716	BDJIJG_00352	243,67	29	29	661000000	7	7	16	Deamidation (NQ); Oxidation (M)	37574	PEP-CTERM sorting domain-containing protein
607	460	LLHKPE_03063	243,07	41	41	166000000	14	12	19		50189	trigger factor
211	1220	BDJIJG_01203	242,95	36	36	27900000	13	5	41	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	52413	Glutamine synthetase
481	860	LLHKPE_00141	242,87	36	36	348000000	11	11	23		58995	Sulfatase
323	1115	BDJIJG_01326	242,84	31	31	19800000	11	3	32	Deamidation (NQ); Oxidation (M)	39846	proton-translocating NAD(P)(+) transhydrogenase
443	254	LLHKPE_02691	242,79	32	32	185000000	15	12	24	Carbamidomethylation; Deamidation (NQ)	82275	NADP-dependent fused malic enzyme oxidoreductase phosphotransacetylase
558	486	JABIIP_00577	242,46	55	55	80300000	10	4	20		28766	RES domain-containing protein
728	870	AIFLKA_01081	242,35	31	31	6930000	10	1	15	Carbamidomethylation; Deamidation (NQ)	45928	Glycogen synthase
490	1338	JABIIP_01043	242,3	68	68	857000000	8	7	23	Oxidation (M)	15377	DUF1134 domain-containing protein
532	2722	AIFLKA_02152	241,91	48	48	16400000	14	3	21	Carbamidomethylation	56622	glycogen synthase GlgA
524	517	BDJIJG_03293	241,71	35	35	22500000	13	2	21	Deamidation (NQ)	61738	30S ribosomal protein S1
452	4504	AIFLKA_03151	241,63	67	67	1350000000	8	8	24	Deamidation (NQ); Oxidation (M)	15683	DUF1134 domain-containing protein
710	686	LLHKPE_02976	241,5	61	61	268000000	10	5	16	Carbamidomethylation	28616	enoyl-CoA hydratase
548	438	LLHKPE_03118	241,4	39	39	67000000	15	6	20	Deamidation (NQ); Oxidation (M)	40672	DNA-directed RNA polymerase subunit alpha
1072	966	PPMOBL_01647	241,38	39	39	67600000	10	10	11	Deamidation (NQ)	41508	Porin
587	452	LLHKPE_01350	241,09	46	46	158000000	12	5	19	Carbamidomethylation	34391	UTP--glucose-1-phosphate uridylyltransferase GalU
539	1893	AIFLKA_00772	241	39	39	70500000	10	7	21	Oxidation (M)	38120	3-isopropylmalate dehydrogenase
472	1609	AIFLKA_01142	240,99	54	54	308000000	14	7	23	Oxidation (M)	33884	peptidylprolyl isomerase
743	645	LLHKPE_00072	240,78	30	30	126000000	9	5	15		32341	translation elongation factor Ts
651	1170	JABIIP_02818	240,78	37	37	11800000	11	4	17	Carbamidomethylation; Oxidation (M)	46729	NADH-quinone oxidoreductase subunit NuoF
875	2366	LLHKPE_02676	240,69	31	31	98700000	8	5	13	Deamidation (NQ)	31551	TAXI family TRAP transporter solute-binding subunit
541	384	JABIIP_03047	240,61	31	31	15400000	14	4	20	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	75029	polyribonucleotide nucleotidyltransferase
624	1826	AIFLKA_01950	240,61	36	36	56800000	11	3	18	Oxidation (M)	40641	DNA-directed RNA polymerase subunit alpha
773	1098	JABIIP_01094	240,41	46	46	46800000	10	4	15	Carbamidomethylation	29399	Amino acid ABC transporter substrate-binding protein
793	586	LLHKPE_03980	240,33	32	32	32700000	12	6	14		63268	Methyl-accepting chemotaxis sensory transducer with TarH sensor
715	736	LLHKPE_03217	240,18	28	28	145000000	7	3	16	Deamidation (NQ)	42698	Putative Efflux pump periplasmic linker BepD
622	480	JABIIP_02826	240,16	65	65	52900000	12	6	18	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	26502	triose-phosphate isomerase
829	1476	AIFLKA_01872	240	48	48	89800000	11	3	14	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	32000	F0F1 ATP synthase subunit gamma
790	2232	AIFLKA_01452	239,94	12	12	50000000	11	7	14	Carbamidomethylation; Deamidation (NQ)	141508	Phosphoribosylformylglycinamidine synthase
676	436	LLHKPE_03223	239,94	53	53	229000000	10	9	17	Carbamidomethylation; Oxidation (M)	30183	DUF2092 domain-containing protein
831	44272	AIFLKA_01208	239,68	30	30	168000000	9	9	14		55670	DUF945 domain-containing protein
945	815	LLHKPE_00268	239,44	59	59	166000000	9	9	12	Carbamidomethylation	32108	HDOD domain-containing protein
820	1308	JABIIP_01625	239,31	34	34	125000000	9	9	14	Carbamidomethylation	34018	PatG domain-containing protein
462	570	LLHKPE_03616	239,31	37	37	61100000	15	10	24	Carbamidomethylation; Deamidation (NQ)	69894	phosphomethylpyrimidine synthase ThiC
647	5538	AIFLKA_01301	239,23	30	30	165000000	12	12	17	Carbamidomethylation; Oxidation (M)	59880	N-acylglucosamine 2-epimerase
495	917	LLHKPE_01863	239,01	36	36	28000000	11	3	24		26991	NADH-quinone oxidoreductase subunit C
603	1345	LLHKPE_02233	238,88	59	59	210000000	8	8	19	Carbamidomethylation	16477	SoxXA-binding protein
594	854	KABFEG_01211	238,73	20	20	1240000	10	1	19		55661	F0F1 ATP synthase subunit alpha
461	682	LLHKPE_00671	238,42	77	77	320000000	12	6	24	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	32042	Electron transfer flavoprotein alpha-subunit
925	530	LLHKPE_00658	238,16	32	32	108000000	10	10	12	Carbamidomethylation	60960	Long-chain-fatty-acid--CoA ligase
458	716	LLHKPE_02890	238,09	30	30	90000000	9	3	24	Carbamidomethylation	46908	alanine transaminase
724	1439	AIFLKA_01005	238,07	36	36	36300000	11	2	15	Deamidation (NQ)	45420	argininosuccinate synthase
763	391	LLHKPE_03029	238	28	28	22900000	11	6	15	Carbamidomethylation; Deamidation (NQ)	66686	aspartate--tRNA ligase
702	823	LLHKPE_01028	237,92	43	43	77900000	10	8	16	Carbamidomethylation	39242	3-deoxy-7-phosphoheptulonate synthase
663	839	LLHKPE_01047	237,71	48	48	51700000	11	4	17	Deamidation (NQ); Oxidation (M)	34056	NYN domain-containing protein
1050	2343	AIFLKA_01451	237,59	43	43	15200000	8	2	11		34709	Quinone oxidoreductase  NADPH-dependent
605	2915	AIFLKA_03082	237,52	21	21	23100000	14	3	18	Carbamidomethylation	106087	Isoleucine--tRNA ligase
666	1907	AIFLKA_01895	237,43	58	58	98400000	10	4	17	Deamidation (NQ)	20879	Uncharacterized protein YceE
515	953	LLHKPE_01766	237,38	50	50	109000000	10	9	22	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	38974	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase
480	1415	LLHKPE_01836	237,17	45	45	1390000000	9	9	23	Oxidation (M)	17800	Major exported protein
522	775	LLHKPE_01274	236,89	23	23	355000000	8	3	22	Oxidation (M)	49314	NAD(P) transhydrogenase subunit beta
597	1130	AIFLKA_00940	236,82	37	37	1110000000	8	8	19	Deamidation (NQ); Oxidation (M)	40658	Porin domain-containing protein
755	976	LLHKPE_01211	236,79	37	37	140000000	8	6	15	Carbamidomethylation; Deamidation (NQ)	43367	beta-ketoacyl-ACP synthase II
977	934	LLHKPE_02418	236,69	63	63	154000000	7	7	12	Carbamidomethylation	20894	Putative protease
734	875	DHPIBI_00407	236,54	29	29	1250000	10	1	15	Carbamidomethylation; Deamidation (NQ)	45982	Glycogen synthase
683	2643	OJJGAB_00613	236,44	33	33	112000000	9	7	16	Carbamidomethylation; Oxidation (M)	35643	amino acid ABC transporter substrate-binding protein
401	1175	AIFLKA_02006	236,26	32	32	48400000	8	1	27	Oxidation (M)	28113	succinate dehydrogenase/fumarate reductase iron-sulfur subunit
503	4912	AIFLKA_01369	235,95	42	42	223000000	18	13	22	Carbamidomethylation	56014	4-alpha-glucanotransferase
679	1689	LLHKPE_03214	235,91	58	58	132000000	9	7	17		18899	DUF1269 domain-containing protein
485	129	FCFFJI_02319	235,83	59	59	512000000	12	12	23	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	40461	Acetyl-CoA C-acyltransferase family protein
609	947	LLHKPE_01031	235,8	75	75	208000000	8	7	18	Carbamidomethylation; Deamidation (NQ)	22438	Nitroreductase
504	347	LLHKPE_03187	235,78	31	31	21700000	14	3	22	Carbamidomethylation; Deamidation (NQ)	71875	molecular chaperone HtpG
305	734	DHPIBI_02568	235,76	39	39	422000000	10	3	33	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	42277	Acetyl-CoA C-acyltransferase
566	579	JABIIP_00290	235,75	32	32	52300000	9	2	20	Deamidation (NQ); Oxidation (M)	42656	Extracellular solute-binding protein  family 7
739	18225	JABIIP_01169	235,57	25	25	4350000	9	2	15		65105	Malate dehydrogenase
428	121	LLHKPE_01010	235,48	30	30	44100000	15	8	25	Carbamidomethylation	81091	glycogen debranching protein GlgX
428	122	ODMPFI_03322	235,48	30	30	44100000	15	8	25	Carbamidomethylation	81091	glycogen debranching protein GlgX
667	5396	BDJIJG_02731	235,43	42	42	43900000	8	4	17	Carbamidomethylation	28640	RES domain-containing protein
616	372	LLHKPE_02721	235,37	17	17	11700000	14	4	18		104429	Ribonuclease E
626	1351	LLHKPE_03825	235,36	66	66	188000000	10	8	18	Carbamidomethylation	23828	Thiol:disulfide interchange protein
853	719	LNJFLG_00040	235,25	20	20	460000000	7	7	13	Deamidation (NQ)	59963	cell surface protein
366	414	LGNCKJ_01420	235,15	30	30	10300000	10	1	29	Deamidation (NQ); Oxidation (M)	39553	Leucine transporter subunit periplasmic-binding component of ABC superfamily
610	279	LLHKPE_01860	234,94	43	43	180000000	11	4	18	Carbamidomethylation; Oxidation (M)	46465	NADH-quinone oxidoreductase subunit NuoF
664	2107	AIFLKA_00424	234,82	45	45	53600000	9	4	17	Carbamidomethylation; Deamidation (NQ)	31287	4-hydroxy-tetrahydrodipicolinate synthase
408	1862	AIFLKA_02406	234,68	28	28	62900000	13	8	26	Carbamidomethylation	70061	Phosphomethylpyrimidine synthase
753	457	JABIIP_02012	234,39	24	24	16100000	12	5	15	Carbamidomethylation	74153	elongation factor G
362	728	DHPIBI_02785	234,15	21	21	13700000	13	1	29	Deamidation (NQ); Oxidation (M)	88875	hypothetical protein
618	1283	AIFLKA_02080	233,99	30	30	24500000	14	4	18	Carbamidomethylation; Deamidation (NQ)	66402	glutamine--fructose-6-phosphate transaminase (isomerizing)
634	43	FCFFJI_00093	233,89	24	24	98400000	13	8	17	Carbamidomethylation; Oxidation (M)	92663	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
712	931	LLHKPE_03856	233,69	39	39	194000000	8	8	16		39730	Putative oxidoreductase  Zn-dependent and NAD(P)-binding
741	522	LLHKPE_00762	233,16	26	26	270000000	9	9	15	Oxidation (M)	59119	DUF1254 domain-containing protein
669	910	LLHKPE_00846	233,1	35	35	219000000	7	6	17		30423	cytochrome c oxidase subunit II
162	1694	DHPIBI_00966	233,01	28	28	1150000	8	1	49	Deamidation (NQ); Oxidation (M)	35239	malate dehydrogenase
568	1691	LLHKPE_01046	232,78	59	59	155000000	9	7	20	Oxidation (M)	28033	methylmalonyl-CoA decarboxylase
833	1131	FCFFJI_00133	232,77	33	33	168000000	8	7	14	Carbamidomethylation	31025	succinate--CoA ligase subunit alpha
690	1516	AIFLKA_02078	232,49	44	44	247000000	10	4	16	Carbamidomethylation	33347	UTP--glucose-1-phosphate uridylyltransferase GalU
690	1515	DHPIBI_00073	232,49	44	44	247000000	10	4	16	Carbamidomethylation	33304	UTP--glucose-1-phosphate uridylyltransferase GalU
729	1007	LLHKPE_01894	232,28	36	36	62100000	8	3	15	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	39070	iron-sulfur cluster carrier protein ApbC
279	2760	BDJIJG_02430	232,24	72	72	25500000	8	3	35	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	21388	Superoxide dismutase
537	1684	AIFLKA_02320	232,11	67	67	156000000	15	12	21	Carbamidomethylation; Deamidation (NQ)	22082	OmpA-like domain-containing protein
859	376	LLHKPE_02376	231,98	13	13	93600000	10	10	13	Carbamidomethylation; Deamidation (NQ)	152925	Big-1 domain-containing protein
781	13376	AIFLKA_03465	231,92	33	33	95900000	10	10	15	Carbamidomethylation	36197	Putative Pyridoxine 4-dehydrogenase
516	1526	LLHKPE_03006	231,69	44	44	753000000	7	5	22	Oxidation (M)	18003	Lipopolysaccharide transport periplasmic protein LptA
599	5530	AIFLKA_02715	231,64	61	61	175000000	8	6	19	Deamidation (NQ); Oxidation (M)	15465	DUF1134 domain-containing protein
707	1412	AIFLKA_00939	231,33	37	37	233000000	8	8	16	Deamidation (NQ)	39180	Porin domain-containing protein
601	7818	AIFLKA_03498	230,98	77	77	182000000	10	5	19	Deamidation (NQ); Oxidation (M)	18624	hypothetical protein
606	574	JABIIP_00615	230,98	27	27	11300000	9	1	18	Carbamidomethylation	59979	Electron transfer flavoprotein-ubiquinone oxidoreductase
602	717	LLHKPE_00104	230,89	68	68	454000000	10	10	19		24648	Protein-L-isoaspartate O-methyltransferase
942	838	LLHKPE_00602	230,77	31	31	94800000	9	9	12	Deamidation (NQ)	54633	TssC1 N-terminal domain-containing protein
492	549	JABIIP_02931	230,71	32	32	21100000	8	2	23	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	40813	Acetyl-CoA C-acetyltransferase
792	649	LLHKPE_00091	230,49	31	31	149000000	7	5	14		41810	Response regulatory domain-containing protein
782	1383	LLHKPE_00251	230,45	52	52	429000000	8	7	15	Deamidation (NQ)	20461	Tellurium resistance protein
749	1157	AIFLKA_03163	230,32	22	22	4170000	8	1	15	Carbamidomethylation	63151	aspartate--tRNA ligase
582	28	FCFFJI_02474	229,95	23	23	37400000	10	6	19	Carbamidomethylation; Deamidation (NQ)	68054	phosphoenolpyruvate carboxykinase (GTP)
821	2218	AIFLKA_01210	229,64	49	49	56700000	9	6	14	Carbamidomethylation	34483	branched-chain amino acid transaminase
630	382	LLHKPE_03216	229,44	14	14	59900000	10	7	18	Oxidation (M)	115640	Efflux pump membrane transporter
732	613	LLHKPE_01839	229,3	40	40	109000000	12	12	15	Deamidation (NQ)	39662	type VI secretion system protein TssA
804	9983	AIFLKA_00036	229,22	28	28	73500000	10	10	14	Deamidation (NQ)	52945	Heme biosynthesis operon protein HemX
673	1135	LLHKPE_00544	229,09	57	57	216000000	7	5	17		22319	50S ribosomal protein L25/general stress protein Ctc
1401	1017	LLHKPE_00410	229,05	39	39	16900000	8	3	8		34716	Quinone oxidoreductase  NADPH-dependent
1027	1173	LLHKPE_03126	228,76	58	58	75400000	7	4	11		19840	FlgO domain-containing protein
830	684	LLHKPE_03868	228,7	48	48	117000000	10	9	14	Carbamidomethylation	34263	Putative Oxidoreductase  NmrA-like
561	1349	LLHKPE_02381	228,55	27	27	87500000	9	8	20	Carbamidomethylation	61323	urease subunit alpha
238	1095	JABIIP_01525	228,41	62	62	59300000	10	5	38	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	20752	Calcium:proton antiporter
684	948	BDJIJG_01862	228,09	19	19	26200000	10	1	16	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	75341	polyribonucleotide nucleotidyltransferase
692	1325	BDJIJG_01158	227,99	22	22	8250000	8	2	16	Carbamidomethylation; Oxidation (M)	59918	Electron transfer flavoprotein-ubiquinone oxidoreductase
919	1307	JABIIP_03043	227,76	13	13	4400000	9	2	12		102026	translation initiation factor IF-2
585	7255	AIFLKA_02059	227,45	56	56	551000000	7	7	19	Carbamidomethylation; Oxidation (M)	21588	SnoaL-like domain-containing protein
460	2329	AIFLKA_01629	227,32	41	41	818000000	7	7	24	Oxidation (M)	17390	hypothetical protein
674	2217	DHPIBI_02184	227,26	56	56	4620000	6	1	17	Oxidation (M)	10460	Co-chaperonin GroES
608	743	JABIIP_00223	226,81	12	12	18200000	12	1	18	Carbamidomethylation	107089	Ribonuclease E
620	2934	BDJIJG_00820	226,56	30	30	5310000	11	2	18	Carbamidomethylation	41896	methionine adenosyltransferase
