Protein Group	Protein ID	Accession	-10lgP	Coverage (%)	Coverage (%) Sample 3	Area Sample 3	#Peptides	#Unique	#Spec Sample 3	PTM	Avg. Mass	Description
1019	1363	FCFFJI_00604	216,46	37	37	1,1E+08	6	6	11	Deamidation (NQ)	23067	ABC transporter substrate-binding protein
1190	1333	LLHKPE_00395	194,94	36	36	1,1E+08	5	5	9	Deamidation (NQ)	30236	Sulfurtransferase
853	1315	LLHKPE_01835	172,63	40	40	1,1E+08	8	8	13	Carbamidomethylation; Deamidation (NQ)	30479	Virulence protein SciE type
764	983	LLHKPE_03100	204,14	36	36	1,1E+08	7	3	14		25486	30S ribosomal protein S3
1282	1887	LLHKPE_03095	190,69	31	31	1,1E+08	5	5	8		22665	50S ribosomal protein L4
483	168	FCFFJI_00323	248,14	17	17	1,1E+08	12	12	21	Carbamidomethylation; Deamidation (NQ)	101664	preprotein translocase subunit SecA
733	1093	LGNCKJ_01750	237	46	46	1,1E+08	8	4	15	Carbamidomethylation	21421	Superoxide dismutase
996	1746	LLHKPE_02967	215,53	34	34	1,1E+08	6	6	11	Carbamidomethylation	35021	glycine--tRNA ligase subunit alpha
1100	1165	LLHKPE_02208	176,81	32	32	1,1E+08	7	5	10	Deamidation (NQ)	35803	Putative thiamine biosynthesis protein HI_0357
1533	7804	LLHKPE_01206	169,75	51	51	1,1E+08	3	3	7	Deamidation (NQ)	7300	50S ribosomal protein L32
750	759	FCFFJI_01636	214,29	27	27	1,1E+08	8	8	14		46617	polyphosphate kinase 2
838	563	FCFFJI_00650	211,5	29	29	1,1E+08	9	9	13		36960	ketol-acid reductoisomerase
1111	1398	LLHKPE_00699	226,36	64	64	1,1E+08	7	7	10		15906	Putative Outer membrane lipoprotein
994	838	LLHKPE_00602	215,13	28	28	1,1E+08	8	8	11		54633	TssC1 N-terminal domain-containing protein
720	867	LLHKPE_02137	214,51	31	31	1,1E+08	11	11	15	Deamidation (NQ)	63750	Poly-beta-hydroxybutyrate polymerase
1239	2408	LLHKPE_03096	143,08	45	45	1,1E+08	5	5	9		11240	50S ribosomal protein L23
828	501	FCFFJI_00812	234,48	39	39	1,1E+08	9	9	13	Carbamidomethylation; Deamidation (NQ)	42055	Acetate kinase
1176	1389	LLHKPE_00082	179,05	53	53	1,1E+08	6	4	9	Carbamidomethylation	16476	3-hydroxyacyl-ACP dehydratase FabZ
2355	19301	IFKLJE_04668	114,88	10	10	1,1E+08	2	1	3	Oxidation (M)	26433	Electron transfer flavoprotein subunit beta
350	276	FCFFJI_02252	252,5	32	32	1,1E+08	14	11	27	Carbamidomethylation; Deamidation (NQ)	71377	molecular chaperone HtpG
581	1053	FCFFJI_02695	226,14	42	42	1,1E+08	11	6	18		31671	hypothetical protein
922	3591	LLHKPE_02629	186,28	36	36	1,1E+08	4	4	12		24886	pyridoxamine 5'-phosphate oxidase
874	2366	LLHKPE_02676	239,24	36	36	1,0E+08	8	8	12	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	31551	TAXI family TRAP transporter solute-binding subunit
941	174	FCFFJI_01028	226,84	24	24	1,0E+08	10	10	11		76148	Alkyl/aryl-sulfatase YjcS
1518	2049	FCFFJI_00486	167,73	32	32	1,0E+08	3	3	7		15969	PTS IIA-like nitrogen regulatory protein PtsN
1881	1470	LLHKPE_00543	156,41	20	20	1,0E+08	4	4	5	Carbamidomethylation	33615	Ribose-phosphate pyrophosphokinase
780	752	FCFFJI_00676	217,7	42	42	1,0E+08	9	9	14	Deamidation (NQ); Oxidation (M)	32642	cytochrome-c oxidase  cbb3-type subunit III
754	710	FCFFJI_01675	196,4	25	25	1,0E+08	9	9	14	Deamidation (NQ); Oxidation (M)	58150	XrtA system polysaccharide chain length determinant
1044	239	FCFFJI_00076	194,03	17	17	1,0E+08	7	7	10	Carbamidomethylation	63941	Class I poly(R)-hydroxyalkanoic acid synthase
1361	1952	LLHKPE_02051	162,92	29	29	1,0E+08	3	3	8		15652	F0F1 ATP synthase subunit epsilon
347	266	JABIIP_02333	259,47	42	42	1,0E+08	13	5	27	Carbamidomethylation; Deamidation (NQ)	44330	pyrophosphate--fructose-6-phosphate 1-phosphotransferase
1060	1281	LLHKPE_01410	200,43	38	38	1,0E+08	7	7	10		26285	Putative mobilization protein MobD
766	779	LLHKPE_00255	195,72	39	39	1,0E+08	9	9	14	Carbamidomethylation; Oxidation (M)	44234	Tellurium resistance protein
882	513	FCFFJI_00892	180,56	30	30	1,0E+08	6	5	12	Carbamidomethylation	33735	phosphoribosylaminoimidazolesuccinocarboxamide synthase
519	338	FCFFJI_00465	252,87	51	51	1,0E+08	14	13	20		45621	Tol-Pal system beta propeller repeat protein TolB
678	376	LLHKPE_02376	250,41	14	14	1,0E+08	11	11	16	Carbamidomethylation; Deamidation (NQ)	152925	Big-1 domain-containing protein
802	787	LLHKPE_02047	228,22	57	57	1,0E+08	8	8	14	Carbamidomethylation	20730	F0F1 ATP synthase subunit delta
1182	1976	FCFFJI_01221	214,8	38	38	1,0E+08	5	5	9	Carbamidomethylation	17593	Superoxide dismutase [Cu-Zn]
1033	1201	LLHKPE_02495	200,72	25	25	1,0E+08	7	7	10	Carbamidomethylation; Deamidation (NQ)	38231	Putative TRAP transporter solute receptor  TAXI family
834	506	LLHKPE_01822	198,99	28	28	1,0E+08	12	12	13		80930	Acetyl-CoA hydrolase
1510	2794	LLHKPE_01337	193,08	53	53	1,0E+08	4	4	7		13317	Protein pilH
1894	2878	BDJIJG_02800	143,9	28	28	1,0E+08	3	3	5	Carbamidomethylation	22595	ATP-dependent Clp endopeptidase proteolytic subunit ClpP
1894	2880	LLHKPE_03062	143,9	27	27	1,0E+08	3	3	5	Carbamidomethylation	22965	ATP-dependent Clp endopeptidase proteolytic subunit ClpP
1620	2190	LLHKPE_01666	177,55	31	31	1,0E+08	4	2	6		19104	30S ribosomal protein S6
1810	1649	FCFFJI_00238	196,03	35	35	1,0E+08	4	4	5	Carbamidomethylation	28643	cell division protein ZapD
573	226	LLHKPE_02708	262,28	23	23	9,9E+07	15	10	18	Carbamidomethylation	117947	carbamoyl-phosphate synthase large subunit
2788	7828	LLHKPE_01603	88,95	10	10	9,9E+07	1	1	2		14170	Putative succinate dehydrogenase/fumarate reductase subunit C
851	1108	FCFFJI_01540	248,81	55	55	9,9E+07	9	7	13	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	25945	Cell shape-determining protein MreB
705	491	FCFFJI_01106	220,08	23	23	9,9E+07	9	8	15	Carbamidomethylation; Deamidation (NQ)	52491	Glutamate synthase subunit beta
1203	2593	LLHKPE_03184	179,09	48	48	9,9E+07	6	6	9	Carbamidomethylation	25441	Putative Metallo-beta-lactamase superfamily
952	996	LLHKPE_03097	205,39	43	43	9,8E+07	8	6	11	Carbamidomethylation	30050	50S ribosomal protein L2
932	1366	FCFFJI_02010	192,55	62	62	9,8E+07	6	6	12	Carbamidomethylation	16738	6 7-dimethyl-8-ribityllumazine synthase
516	342	LLHKPE_03500	214,29	32	32	9,8E+07	15	15	20	Carbamidomethylation; Deamidation (NQ)	84705	Putative enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase
775	1141	LLHKPE_02207	224,04	36	36	9,7E+07	10	10	14		51060	Putative zinc protease
1070	1597	FCFFJI_01228	189,09	28	28	9,7E+07	8	8	10	Deamidation (NQ)	44258	alanine transaminase
1495	2540	FCFFJI_01498	194,15	45	45	9,7E+07	4	4	7		11629	Transcriptional regulator
785	521	LLHKPE_02154	239,45	34	34	9,7E+07	9	9	14	Carbamidomethylation	50612	DUF1015 domain-containing protein
1116	550	LLHKPE_03765	187,79	43	43	9,6E+07	9	9	10	Carbamidomethylation	34591	NAD-dependent epimerase/dehydratase
1917	1924	FCFFJI_02696	168,05	39	39	9,6E+07	4	4	5	Carbamidomethylation	21053	Anthranilate/aminodeoxychorismate synthase component II
1042	1285	FCFFJI_00275	203,76	27	27	9,6E+07	9	9	10		64391	Tetratricopeptide repeat protein
715	763	LLHKPE_01622	251,98	56	56	9,6E+07	10	7	15	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	41127	cell division protein FtsZ
661	392	LLHKPE_02921	206,55	28	28	9,5E+07	12	11	16	Carbamidomethylation; Deamidation (NQ)	74029	PhoPQ-activated pathogenicity-related family protein
621	367	FCFFJI_00652	214,71	34	34	9,5E+07	11	8	17	Carbamidomethylation; Deamidation (NQ)	55906	2-isopropylmalate synthase
1261	1154	LLHKPE_00802	218,1	32	32	9,5E+07	7	7	8		43510	serine-type D-Ala-D-Ala carboxypeptidase
1912	2162	LLHKPE_00761	190,87	35	35	9,5E+07	5	5	5		29652	Neuromedin U
1715	1692	FCFFJI_00426	171,63	24	24	9,5E+07	4	4	6	Deamidation (NQ)	29423	Outer membrane protein beta-barrel domain-containing protein
2128	2037	HAPDOO_00267	185,3	26	26	9,5E+07	4	4	4	Carbamidomethylation	25992	3-alpha-(Or 20-beta)-hydroxysteroid dehydrogenase
100	36	JABIIP_01232	330,76	56	56	9,4E+07	24	5	53	Carbamidomethylation; Oxidation (M)	55893	F0F1 ATP synthase subunit alpha
1411	1484	FCFFJI_00708	166,16	40	40	9,4E+07	5	5	7	Deamidation (NQ)	16004	50S ribosomal protein L13
1031	373	FCFFJI_01230	210,49	36	36	9,4E+07	9	9	10		46605	Homoserine dehydrogenase
2972	7265	LLHKPE_01996	74,59	32	32	9,4E+07	1	1	2		13323	Putative chemotaxis regulator CheY
2219	7754	FCFFJI_01870	128,88	54	54	9,3E+07	2	2	4	Deamidation (NQ)	6553	50S ribosomal protein L32
877	657	JABIIP_01833	204,5	28	28	9,3E+07	9	8	12	Deamidation (NQ)	49020	NADP-specific glutamate dehydrogenase
183	349	JABIIP_00589	302,27	53	53	9,3E+07	16	4	39	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	40055	Leucine transporter subunit periplasmic-binding component of ABC superfamily
708	946	LLHKPE_02945	248,2	37	37	9,2E+07	11	11	15	Carbamidomethylation	53103	aminomethyl-transferring glycine dehydrogenase subunit GcvPB
1419	1059	FGMNAO_00358	111,26	7	7	9,2E+07	3	1	7		42736	elongation factor Tu
1419	1172	EHKCDH_01933	111,26	7	7	9,2E+07	3	1	7		42762	elongation factor Tu
1904	1867	FCFFJI_00065	102,17	14	14	9,2E+07	2	2	5	Oxidation (M)	22955	ATP-dependent Clp endopeptidase proteolytic subunit ClpP
1463	1775	FCFFJI_01436	154,73	22	22	9,2E+07	4	4	7	Carbamidomethylation	31408	type IV pilus biogenesis/stability protein PilW
1082	1060	FCFFJI_00075	219,47	44	44	9,1E+07	8	8	10	Carbamidomethylation; Deamidation (NQ)	25984	Acetoacetyl-CoA reductase
718	1819	LLHKPE_01731	154,67	25	25	9,1E+07	7	7	15	Carbamidomethylation; Deamidation (NQ)	29894	DUF4332 domain-containing protein
684	260	FCFFJI_02205	226,06	23	23	9,1E+07	11	11	16	Carbamidomethylation	104893	aminomethyl-transferring glycine dehydrogenase
1025	1379	FCFFJI_01930	175,47	40	40	9,1E+07	8	8	11	Carbamidomethylation	24480	Crp/Fnr family transcriptional regulator
578	503	FCFFJI_01859	244,68	37	37	9,1E+07	15	15	18		50369	putative periplasmic serine endoprotease DegP-like
755	1007	LLHKPE_01894	232,11	36	36	9,1E+07	8	4	14	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	39070	iron-sulfur cluster carrier protein ApbC
1452	2134	LLHKPE_02525	148,63	24	24	9,1E+07	5	5	7		51479	Putative periplasmic serine endoprotease DegP-like
836	639	LLHKPE_01173	243,35	25	25	9,0E+07	8	8	13	Deamidation (NQ)	53171	Heme biosynthesis operon protein HemX
973	999	FCFFJI_02217	183,15	38	38	9,0E+07	8	8	11		22983	Thiol:disulfide interchange protein
817	303	FCFFJI_02028	217,13	33	33	9,0E+07	9	9	13	Carbamidomethylation	44587	Iron-containing alcohol dehydrogenase
1601	1202	LLHKPE_03695	206,58	15	15	9,0E+07	6	6	6	Carbamidomethylation	91071	Putative Peptidase families S8 and S53 domain protein
544	419	FCFFJI_01798	254,74	31	31	9,0E+07	11	9	19	Carbamidomethylation	59989	Electron transfer flavoprotein-ubiquinone oxidoreductase
697	873	LLHKPE_02396	244,46	36	36	9,0E+07	12	12	16	Deamidation (NQ)	55070	DUF4331 domain-containing protein
1288	1669	LLHKPE_00439	175,11	28	28	9,0E+07	5	5	8	Carbamidomethylation	35345	glutathione synthase
509	139	FCFFJI_00545	262,3	17	17	9,0E+07	12	9	20	Carbamidomethylation	116986	carbamoyl-phosphate synthase large subunit
1088	1364	FCFFJI_00918	195,16	61	61	9,0E+07	6	6	10	Carbamidomethylation; Oxidation (M)	15276	(R)-hydratase
1306	1850	FCFFJI_01497	200,88	42	42	8,9E+07	4	4	8	Carbamidomethylation	16442	CBS domain-containing protein
1021	1716	LLHKPE_03497	184,99	43	43	8,9E+07	4	4	11		13786	PilZ domain-containing protein
1395	1212	FCFFJI_01007	163,58	29	29	8,9E+07	6	6	7		28630	2-(1 2-epoxy-1 2-dihydrophenyl)acetyl-CoA isomerase PaaG
1053	2194	LGNCKJ_02460	210,3	46	46	8,9E+07	6	6	10		18774	DUF937 domain-containing protein
638	1289	LLHKPE_02968	218,32	21	21	8,9E+07	11	11	17		76836	Glycine--tRNA ligase beta subunit
1489	2480	FCFFJI_02189	167,82	48	48	8,9E+07	4	3	7	Deamidation (NQ)	10177	30S ribosomal protein S15
598	917	LLHKPE_01863	238,95	30	30	8,8E+07	9	6	18		26991	NADH-quinone oxidoreductase subunit C
876	382	LLHKPE_03216	215,12	13	13	8,8E+07	10	8	12	Deamidation (NQ)	115640	Efflux pump membrane transporter
510	213	FCFFJI_02603	208,39	26	26	8,8E+07	15	15	20		90758	Hsp70 family protein
872	965	FCFFJI_02564	210,45	35	35	8,8E+07	8	8	12	Carbamidomethylation; Deamidation (NQ)	41547	serine-type D-Ala-D-Ala carboxypeptidase
975	1236	LLHKPE_01320	193,08	31	31	8,8E+07	8	8	11	Deamidation (NQ)	31255	hydrogenase nickel incorporation protein HypB
1037	528	FCFFJI_01538	204,59	29	29	8,8E+07	7	7	10	Carbamidomethylation	51917	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
789	712	LLHKPE_03106	239,11	51	51	8,8E+07	8	2	14	Oxidation (M)	20448	50S ribosomal protein L5
1084	1509	LLHKPE_03502	182,9	42	42	8,7E+07	7	7	10	Carbamidomethylation	31843	SH3b domain-containing protein
676	78	HKHPLO_00073	212,5	16	16	8,7E+07	12	12	16		106929	TonB-dependent siderophore receptor
796	510	FCFFJI_02065	215,11	33	33	8,7E+07	8	8	14		54922	CHAD domain-containing protein
641	738	LLHKPE_02150	199,24	41	41	8,7E+07	10	7	17	Carbamidomethylation; Deamidation (NQ)	34075	Lyase
630	372	LLHKPE_02721	248,04	18	18	8,7E+07	14	12	17		104429	Ribonuclease E
1334	1617	LLHKPE_02025	201,45	63	63	8,6E+07	6	6	8		15501	Flagellar secretion chaperone FliS
653	486	JABIIP_00577	238,35	51	51	8,6E+07	9	4	17		28766	RES domain-containing protein
1855	1194	LLHKPE_02236	182,35	16	16	8,6E+07	3	3	5		39602	YMGG-like Gly-zipper domain-containing protein
1688	7795	FCFFJI_02058	130,47	22	22	8,6E+07	3	3	6		14654	Cytochrome c5 family protein
2420	5891	LLHKPE_00177	128,51	17	17	8,6E+07	2	2	3		13483	50S ribosomal protein L20
1420	2592	FCFFJI_00590	153,86	43	43	8,6E+07	4	4	7		13112	VOC family protein
905	515	FCFFJI_00297	216,1	23	23	8,6E+07	10	10	12	Carbamidomethylation	71682	transketolase
1310	1173	LLHKPE_03126	182,11	36	36	8,6E+07	5	4	8		19840	FlgO domain-containing protein
420	69	FCFFJI_01779	198,43	20	20	8,6E+07	11	11	23	Carbamidomethylation; Deamidation (NQ)	78274	polyphosphate kinase 1
865	1235	FCFFJI_02378	179,71	33	33	8,6E+07	7	7	13	Oxidation (M)	26707	DUF47 family protein
1501	18309	LLHKPE_02710	147,27	45	45	8,6E+07	6	6	7		28672	Peptidase S1 and S6  chymotrypsin/Hap
1847	8769	HAPDOO_00268	173,85	21	21	8,5E+07	5	5	5	Carbamidomethylation	41063	Acetyl-CoA acetyltransferase
663	390	FCFFJI_01104	229,12	20	20	8,5E+07	10	10	16		73537	elongation factor G
1315	1794	LLHKPE_03090	149,42	37	37	8,5E+07	6	6	8	Carbamidomethylation	26880	NADH-quinone oxidoreductase subunit G
1270	902	FCFFJI_01395	214,48	29	29	8,5E+07	8	8	8	Carbamidomethylation	40921	Beta sliding clamp
1801	1504	FCFFJI_02268	95,86	13	13	8,5E+07	2	2	5	Deamidation (NQ)	23547	bifunctional phosphoserine phosphatase/homoserine phosphotransferase ThrH
580	225	FCFFJI_00360	234,18	27	27	8,5E+07	12	9	18	Deamidation (NQ)	78076	methylmalonyl-CoA mutase
776	356	FCFFJI_01939	211,97	48	48	8,4E+07	11	11	14	Carbamidomethylation; Deamidation (NQ)	37146	ADP-L-glycero-D-manno-heptose-6-epimerase
889	430	LLHKPE_01699	224,4	24	24	8,4E+07	8	6	12	Carbamidomethylation; Deamidation (NQ)	52711	Glutamate synthase  beta subunit
908	885	LLHKPE_02092	188,61	40	40	8,4E+07	8	5	12	Carbamidomethylation; Deamidation (NQ)	30021	2-dehydro-3-deoxyphosphooctonate aldolase
1340	1601	FCFFJI_01900	148,52	21	21	8,4E+07	3	3	8	Carbamidomethylation; Deamidation (NQ)	25327	UMP kinase
1320	2178	LLHKPE_00696	180,28	28	28	8,3E+07	4	4	8		23120	Putative Glutathione S-transferase domain
728	443	FCFFJI_02228	195,43	34	34	8,3E+07	9	7	16	Carbamidomethylation; Deamidation (NQ)	29642	septum site-determining protein MinD
1048	2543	LLHKPE_02219	179,24	29	29	8,3E+07	6	6	10	Carbamidomethylation	35980	prolyl aminopeptidase
721	696	FCFFJI_01967	201,51	25	25	8,3E+07	10	10	15		74602	Glycine--tRNA ligase beta subunit
926	1899	FCFFJI_00413	213,44	39	39	8,3E+07	7	7	12		31019	ParB/RepB/Spo0J family partition protein
969	3500	LLHKPE_03752	180,11	33	33	8,2E+07	6	6	11		28633	ProQ/FinO domain-containing protein
1638	2546	JABIIP_00583	138,88	23	23	8,2E+07	4	2	6	Deamidation (NQ)	20398	adenylate kinase
700	1098	JABIIP_01094	225,79	44	44	8,2E+07	8	4	16	Carbamidomethylation	29399	Amino acid ABC transporter substrate-binding protein
1166	20526	LLHKPE_02709	157,97	45	45	8,2E+07	7	7	9		17512	transcription elongation factor GreA
1311	5116	LLHKPE_02046	144,2	17	17	8,2E+07	3	3	8	Deamidation (NQ)	17316	F0F1 ATP synthase subunit B
2452	5577	FCFFJI_01271	93,42	28	28	8,2E+07	3	3	3		18315	flagellar basal body-associated protein FliL
723	668	FCFFJI_01424	173,5	21	21	8,1E+07	8	6	15		46875	transcription termination factor Rho
988	3143	LLHKPE_00897	197,06	24	24	8,1E+07	6	6	11	Deamidation (NQ)	46228	Putative Outer membrane protein
1159	1014	FCFFJI_02341	197,04	45	45	8,1E+07	7	7	9		23858	BON domain-containing protein
1803	7902	BDJIJG_02962	91,66	9	9	8,1E+07	2	2	5		17396	Single-stranded DNA-binding protein
699	1048	LLHKPE_03007	247,5	46	46	8,1E+07	10	5	16	Carbamidomethylation	33269	Putative Phosphate acetyl/butyryltransferase
1298	1070	LLHKPE_00340	183,18	22	22	8,1E+07	6	6	8		43439	ornithine decarboxylase
74	564	AIFLKA_00283	279,84	70	70	8,0E+07	15	7	60	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	26468	Acetoacetyl-CoA reductase
1913	2146	LLHKPE_01864	193,95	58	58	8,0E+07	5	3	5	Carbamidomethylation	17446	NADH-quinone oxidoreductase subunit B
1648	2918	LLHKPE_01559	156,72	40	40	8,0E+07	3	3	6		11527	integration host factor subunit beta
468	447	AEBICJ_04177	215,29	39	39	8,0E+07	12	9	22	Deamidation (NQ); Oxidation (M)	43229	elongation factor Tu
1085	863	FCFFJI_02308	177,78	27	27	7,9E+07	7	7	10	Carbamidomethylation	43062	Acetylornithine aminotransferase
625	882	FCFFJI_01902	222,36	47	47	7,8E+07	11	6	17	Oxidation (M)	27489	Small ribosomal subunit protein uS2
1653	5471	FCFFJI_00635	129,63	45	45	7,8E+07	3	3	6	Carbamidomethylation	8532	Sulfurtransferase TusA family protein
1151	662	FCFFJI_00302	171,67	22	22	7,8E+07	7	7	9	Carbamidomethylation	51172	pyruvate kinase
616	689	LLHKPE_00246	211,21	30	30	7,8E+07	13	12	17	Carbamidomethylation	56303	Sigma-54 factor interaction domain-containing protein
1659	2871	LLHKPE_01668	127,78	30	30	7,8E+07	3	3	6	Carbamidomethylation	8787	30S ribosomal protein S18
1659	2872	AIFLKA_00168	127,78	30	30	7,8E+07	3	3	6	Carbamidomethylation	8771	30S ribosomal protein S18
1006	1780	HAPDOO_01819	162,79	28	28	7,8E+07	6	6	11	Carbamidomethylation	22946	outer membrane protein OmpA
1425	1712	FCFFJI_00081	203,47	33	33	7,8E+07	6	6	7		30799	Outer membrane protein assembly factor BamD
1356	1599	FCFFJI_02593	153,53	10	10	7,8E+07	4	4	8	Oxidation (M)	48890	Cytochrome b
1614	1391	FCFFJI_01042	143,39	53	53	7,7E+07	4	4	6	Carbamidomethylation	16795	(Fe-S)-binding protein
2125	5314	FCFFJI_00560	175,31	41	41	7,7E+07	4	4	4	Carbamidomethylation	17195	NADH-quinone oxidoreductase subunit NuoE
178	134	AIFLKA_00238	314,08	40	40	7,7E+07	20	2	40	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	71790	acetate--CoA ligase
462	566	LLHKPE_03088	233,35	36	36	7,6E+07	14	14	22		56303	Nickel-dependent hydrogenase large subunit
1080	1771	FCFFJI_01934	181,12	48	48	7,6E+07	6	5	10		12300	Transcriptional regulator
1024	1814	LLHKPE_00876	178,48	35	35	7,6E+07	6	5	11	Carbamidomethylation	36589	Anthranilate phosphoribosyltransferase
816	1748	LLHKPE_03225	167,74	23	23	7,6E+07	8	8	13	Carbamidomethylation	61783	hypothetical protein
1169	1848	LLHKPE_02327	163,58	20	20	7,6E+07	4	4	9		39366	glycine cleavage system aminomethyltransferase GcvT
1183	782	LLHKPE_03054	183,42	32	32	7,6E+07	7	5	9	Oxidation (M)	27879	Enoyl-[acyl-carrier-protein] reductase [NADH]
587	1162	LLHKPE_00272	254,92	62	62	7,6E+07	11	11	18	Carbamidomethylation; Deamidation (NQ)	22340	Putative Outer membrane protein A
662	1161	LLHKPE_03262	221,06	46	46	7,6E+07	12	7	16	Carbamidomethylation	38545	Putative transport protein with P-loop containing NTP hydrolase domain
79	89	JABIIP_02836	317,79	38	38	7,5E+07	19	7	58	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	64281	fumarate reductase (quinol) flavoprotein subunit
1508	1384	FCFFJI_00603	164,92	30	30	7,5E+07	4	4	7	Deamidation (NQ)	26746	VacJ family lipoprotein
1038	545	FCFFJI_01768	208,99	44	44	7,5E+07	9	7	10	Carbamidomethylation	31525	Alpha/beta hydrolase
1347	1788	LLHKPE_03113	159,62	43	43	7,5E+07	5	4	8	Oxidation (M)	15195	50S ribosomal protein L15
820	1638	LLHKPE_02510	189,52	28	28	7,5E+07	9	9	13	Deamidation (NQ); Oxidation (M)	65855	DUF2135 domain-containing protein
1036	804	LLHKPE_03583	188,86	16	16	7,5E+07	8	7	10		95776	Alanine--tRNA ligase
1619	2002	FCFFJI_01867	129,3	19	19	7,5E+07	4	4	6		31544	ACP S-malonyltransferase
929	2948	LLHKPE_02262	177,29	44	44	7,5E+07	6	4	12	Carbamidomethylation	16875	HSP20 family protein
1221	1710	FCFFJI_00785	194,86	26	26	7,4E+07	6	6	9	Carbamidomethylation; Deamidation (NQ)	39979	beta-ketoacyl-ACP synthase III
1515	2768	HLIGHJ_00400	176,13	42	42	7,4E+07	4	4	7		11018	DNA-binding protein
373	1586	HAPDOO_02817	182,39	43	43	7,4E+07	5	4	26	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	26051	3-oxoacyl-[acyl-carrier-protein] reductase FabG
953	1056	FCFFJI_00035	171,42	29	29	7,4E+07	6	6	11	Carbamidomethylation	35781	Catalase-related peroxidase
713	979	LLHKPE_01349	213,83	25	25	7,3E+07	13	10	15	Carbamidomethylation; Deamidation (NQ)	66514	glutamine--fructose-6-phosphate transaminase (isomerizing)
1138	1033	JABIIP_00971	173,27	17	17	7,3E+07	7	7	9	Deamidation (NQ)	70134	1 4-alpha-glucan branching enzyme
1168	1019	FCFFJI_02006	155,24	44	44	7,3E+07	5	5	9		21644	CBS domain-containing protein
1530	1731	LLHKPE_01584	164,86	34	34	7,3E+07	3	3	7	Carbamidomethylation	17480	DUF2505 domain-containing protein
760	1132	LLHKPE_02933	242,44	35	35	7,2E+07	10	6	14	Deamidation (NQ)	42963	Toxic anion resistance family protein
917	676	FCFFJI_01606	232,66	35	35	7,2E+07	8	8	12	Carbamidomethylation	40547	Acetyl-CoA C-acyltransferase
1216	1318	LLHKPE_00611	214,74	37	37	7,2E+07	7	7	9	Carbamidomethylation	44204	Orn/DAP/Arg decarboxylase 2
1200	1499	LLHKPE_02387	197,69	30	30	7,2E+07	6	4	9	Carbamidomethylation	29626	carboxylating nicotinate-nucleotide diphosphorylase
1209	2824	ODMPFI_03264	145,05	34	34	7,2E+07	4	3	9	Deamidation (NQ)	14003	Cytochrome C Planctomycete-type domain-containing protein
1209	2825	JABIIP_00702	145,05	34	34	7,2E+07	4	3	9	Deamidation (NQ)	14003	Cytochrome C Planctomycete-type domain-containing protein
3634	1412	AIFLKA_00939	42,5	2	2	7,2E+07	1	1	1		39180	Porin domain-containing protein
2066	5784	FCFFJI_00717	151,06	18	18	7,1E+07	2	2	4		13599	50S ribosomal protein L20
1484	439	LLHKPE_01743	120,89	13	13	7,1E+07	5	5	7		51319	DUF2252 domain-containing protein
2027	6226	LLHKPE_00866	163,21	18	18	7,1E+07	2	2	4		10173	30S ribosomal protein S20
497	631	LLHKPE_02499	244,8	28	28	7,1E+07	11	4	21	Deamidation (NQ)	63300	hypothetical protein
1273	843	FCFFJI_00609	156,72	23	23	7,1E+07	5	5	8	Carbamidomethylation	44210	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
1279	1344	FCFFJI_00834	186,24	29	29	7,1E+07	6	6	8	Carbamidomethylation	36337	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
1654	1737	FCFFJI_00487	134,54	40	40	7,0E+07	3	3	6	Oxidation (M)	12051	ribosome hibernation-promoting factor  HPF/YfiA family
946	534	FCFFJI_02230	181,32	24	24	7,0E+07	8	7	11	Deamidation (NQ)	53833	anthranilate synthase component I
2417	1998	FCFFJI_01659	108,87	14	14	7,0E+07	2	2	3	Deamidation (NQ)	20489	elongation factor P
956	1117	LLHKPE_00886	161,46	26	26	7,0E+07	7	7	11		42251	Putative Outer membrane cation efflux system protein  CzcC family
916	1211	LLHKPE_02206	187,71	31	31	7,0E+07	8	8	12	Deamidation (NQ)	47465	M16 peptidase family protein
928	1355	FCFFJI_01332	176,47	32	32	6,9E+07	5	5	12		24608	DUF484 domain-containing protein
1658	1943	FCFFJI_02406	125,26	40	40	6,9E+07	3	3	6		14195	VOC family protein
1256	608	FCFFJI_01828	184,74	26	26	6,9E+07	7	7	8		39478	histidinol-phosphate transaminase
1866	5296	FCFFJI_02102	127,48	27	27	6,9E+07	2	2	5		13127	Response regulator
1450	1877	LLHKPE_01124	218,16	47	47	6,9E+07	6	6	7		22958	Putative signal-transduction protein containing cAMP-binding and CBS domains
689	1784	LGNCKJ_01305	236,27	55	55	6,9E+07	8	4	16	Deamidation (NQ); Oxidation (M)	16691	Phasin
