Protein Group	Protein ID	Accession	-10lgP	Coverage (%)	Coverage (%) Sample 4	Area Sample 4	#Peptides	#Unique	#Spec Sample 4	PTM	Avg. Mass	Description
1215	1163	LLHKPE_00079	198,23	15	15	40500000	7	6	9		84302	outer membrane protein assembly factor BamA
1050	1464	LLHKPE_03835	198,2	19	19	115000000	6	4	11		46169	Cytochrome b
408	1497	JABIIP_01735	198,05	23	23	10200000	9	1	25	Carbamidomethylation; Deamidation (NQ)	46086	NDMA-dependent methanol dehydrogenase
1073	1123	JABIIP_02661	197,9	19	19	188000000	7	3	11	Carbamidomethylation; Deamidation (NQ)	50996	dihydrolipoyl dehydrogenase
1071	1318	LLHKPE_00611	197,73	38	38	77400000	7	7	11	Carbamidomethylation; Deamidation (NQ)	44204	Orn/DAP/Arg decarboxylase 2
949	1145	LLHKPE_03553	197,71	54	54	193000000	8	3	12	Oxidation (M)	17669	30S ribosomal protein S7
986	1405	LLHKPE_03227	197,68	55	55	247000000	5	5	12	Oxidation (M)	16586	DUF5069 domain-containing protein
961	726	FCFFJI_00503	197,66	31	31	132000000	8	8	12		33341	DUF533 domain-containing protein
1382	1731	LLHKPE_01584	197,57	61	61	81400000	7	7	8	Carbamidomethylation	17480	DUF2505 domain-containing protein
829	982	JABIIP_00249	197,53	43	43	39700000	8	2	14	Oxidation (M)	26606	Electron transfer flavoprotein subunit beta
843	1899	FCFFJI_00413	197,29	39	39	97000000	8	8	14		31019	ParB/RepB/Spo0J family partition protein
656	697	FCFFJI_02347	197,27	25	25	127000000	10	9	17	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	55400	Acyl-CoA carboxylase subunit beta
650	693	LLHKPE_01847	197,26	25	25	153000000	12	12	17		63921	Sulfite reductase
1091	612	LLHKPE_00275	197,23	30	30	89600000	8	6	10	Carbamidomethylation	44437	OmpA-like domain-containing protein
1115	670	LLHKPE_00793	197,2	31	31	49800000	9	9	10	Carbamidomethylation	52039	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
917	1724	JABIIP_02096	197,13	70	70	61600000	8	3	13	Carbamidomethylation; Deamidation (NQ)	16549	catalase
935	769	JABIIP_03153	197,13	29	29	121000000	7	6	12	Deamidation (NQ); Oxidation (M)	37685	Cytochrome-c peroxidase
910	1568	LLHKPE_00856	197,12	39	39	147000000	7	7	13	Deamidation (NQ)	28013	cytochrome-c oxidase  cbb3-type subunit II
825	361	JABIIP_01440	196,95	19	19	33700000	11	8	14	Carbamidomethylation	99721	pyruvate dehydrogenase (acetyl-transferring)  homodimeric type
1364	1854	FCFFJI_01084	196,87	68	68	147000000	6	6	8	Oxidation (M)	17966	Transcriptional regulator
931	1066	FCFFJI_02632	196,61	56	56	172000000	8	8	12		20258	transcription termination/antitermination protein NusG
1232	545	FCFFJI_01768	196,48	49	49	72200000	8	7	9	Carbamidomethylation	31525	Alpha/beta hydrolase
1147	2770	FCFFJI_01855	196,39	52	52	133000000	7	7	10	Deamidation (NQ)	12856	DUF4845 domain-containing protein
1541	2493	FCFFJI_01189	196,34	27	27	51000000	6	6	7	Deamidation (NQ)	38629	Efflux RND transporter periplasmic adaptor subunit
1318	1850	FCFFJI_01497	196,27	49	49	80600000	6	6	8	Carbamidomethylation; Deamidation (NQ)	16442	CBS domain-containing protein
782	1804	LLHKPE_02442	196,15	76	76	127000000	8	5	15	Carbamidomethylation	12173	P-II family nitrogen regulator
810	500	FCFFJI_00520	196,03	21	21	59200000	8	8	14		64602	Carbamoyltransferase
676	2463	LLHKPE_01041	195,9	61	61	507000000	5	4	17		11767	hypothetical protein
1531	2540	FCFFJI_01498	195,89	45	45	96600000	4	4	7		11629	Transcriptional regulator
1416	2153	FCFFJI_00940	195,83	50	50	296000000	5	5	8	Deamidation (NQ)	15508	Hsp20/alpha crystallin family protein
1152	863	FCFFJI_02308	195,68	27	27	118000000	7	7	10	Carbamidomethylation; Deamidation (NQ)	43062	Acetylornithine aminotransferase
619	1619	HAPDOO_01770	195,64	16	16	576000000	7	6	18	Carbamidomethylation; Oxidation (M)	48853	citrate synthase
1187	1814	LLHKPE_00876	195,52	35	35	63700000	6	6	9	Carbamidomethylation	36589	Anthranilate phosphoribosyltransferase
1267	1545	LLHKPE_00254	195,52	37	37	254000000	5	5	9	Carbamidomethylation	16619	Tellurite resistance protein TerB
856	708	AIFLKA_01365	195,39	9	9	29900000	9	1	13	Carbamidomethylation; Deamidation (NQ)	169718	Glutamate synthase (NADPH/NADH) large chain/glutamate synthase (Ferredoxin)
704	1905	LLHKPE_00290	195,33	37	37	113000000	8	8	16	Carbamidomethylation; Deamidation (NQ)	44330	Aminotransferase  class I
800	534	FCFFJI_02230	195,3	24	24	82400000	8	7	14	Deamidation (NQ)	53833	anthranilate synthase component I
894	1017	LLHKPE_00410	195,03	44	44	93400000	8	7	13		34716	Quinone oxidoreductase  NADPH-dependent
926	516	LLHKPE_03393	194,99	15	15	146000000	10	10	12	Carbamidomethylation	108175	CHAT domain-containing protein
838	1519	FCFFJI_01490	194,58	26	26	61100000	6	6	14	Carbamidomethylation; Oxidation (M)	38045	3-isopropylmalate dehydrogenase
927	554	JABIIP_01822	194,35	19	19	12300000	10	3	12	Carbamidomethylation	81097	glycogen debranching protein GlgX
908	1252	FCFFJI_01992	194,29	36	36	164000000	7	5	13	Carbamidomethylation; Oxidation (M)	31446	Electron transfer flavoprotein subunit alpha/FixB family protein
882	549	JABIIP_02931	194,08	22	22	10500000	6	1	13	Carbamidomethylation; Oxidation (M)	40813	Acetyl-CoA C-acetyltransferase
850	1722	FCFFJI_01988	194,06	63	63	166000000	6	5	14	Carbamidomethylation; Deamidation (NQ)	14736	30S ribosomal protein S6
1551	2182	FCFFJI_02659	193,96	30	30	30300000	5	5	7	Carbamidomethylation	29418	NAD(P)-dependent oxidoreductase
1046	992	LLHKPE_02079	193,69	23	23	49500000	8	8	11	Carbamidomethylation	48766	glutathione-disulfide reductase
460	447	AEBICJ_04177	193,42	31	31	74300000	9	6	22	Deamidation (NQ); Oxidation (M)	43229	elongation factor Tu
924	1697	FCFFJI_02486	193,06	35	35	395000000	6	6	13	Carbamidomethylation; Deamidation (NQ)	22435	Prepilin-type N-terminal cleavage/methylation domain-containing protein
798	968	KABFEG_02951	192,98	10	10	3360000	11	1	14	Carbamidomethylation; Oxidation (M)	118712	DNA-directed RNA polymerase subunit beta'
766	861	AIFLKA_02013	192,96	20	20	6400000	6	1	15		62636	Hydrogenase 2  large subunit
1289	1481	HAPDOO_00374	192,89	13	13	616000	5	1	8	Oxidation (M)	64654	succinate dehydrogenase flavoprotein subunit
885	2536	LLHKPE_02155	192,88	49	49	176000000	7	7	13	Carbamidomethylation; Deamidation (NQ)	28727	DUF4384 domain-containing protein
896	239	FCFFJI_00076	192,68	20	20	103000000	9	9	13	Carbamidomethylation	63941	Class I poly(R)-hydroxyalkanoic acid synthase
787	743	JABIIP_00223	192,66	11	11	574000	10	1	15		107089	Ribonuclease E
1290	1022	LGNCKJ_01131	192,37	9	9	0	7	1	8	Oxidation (M)	118063	carbamoyl-phosphate synthase large subunit
821	1729	LLHKPE_01929	192,29	59	59	72900000	8	7	14	Carbamidomethylation; Deamidation (NQ)	27441	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
695	710	FCFFJI_01675	192,01	27	27	108000000	10	10	16	Deamidation (NQ)	58150	XrtA system polysaccharide chain length determinant
878	882	FCFFJI_01902	191,99	49	49	89900000	10	6	13	Oxidation (M)	27489	Small ribosomal subunit protein uS2
1366	18233	LLHKPE_00565	191,98	28	28	29900000	7	7	8	Carbamidomethylation	42378	dTDP-4-amino-4 6-dideoxygalactose transaminase
711	1033	JABIIP_00971	191,68	22	22	128000000	9	9	16	Carbamidomethylation	70134	1 4-alpha-glucan branching enzyme
1185	1142	LLHKPE_03527	191,68	11	11	20100000	8	6	9	Carbamidomethylation	106165	Peptidase M16C associated domain protein
773	785	HAPDOO_02589	191,51	18	18	37200000	8	6	15	Carbamidomethylation; Deamidation (NQ)	67267	phosphoenolpyruvate carboxykinase (GTP)
841	674	JABIIP_01171	191,47	38	38	18700000	10	1	14	Carbamidomethylation; Oxidation (M)	28024	enoyl-CoA hydratase
842	356	FCFFJI_01939	191,44	40	40	80100000	9	9	14	Carbamidomethylation; Deamidation (NQ)	37146	ADP-L-glycero-D-manno-heptose-6-epimerase
1058	1483	LGNCKJ_02364	191,42	32	32	10900000	8	2	11		28142	succinate dehydrogenase/fumarate reductase iron-sulfur subunit
1174	368	FCFFJI_02074	191,34	12	12	43900000	7	7	9	Carbamidomethylation	104247	isoleucine--tRNA ligase
938	979	LLHKPE_01349	191,32	25	25	76700000	11	9	12	Carbamidomethylation	66514	glutamine--fructose-6-phosphate transaminase (isomerizing)
734	725	FCFFJI_01297	191,23	48	48	251000000	9	9	16	Carbamidomethylation; Deamidation (NQ)	28226	succinate dehydrogenase/fumarate reductase iron-sulfur subunit
1142	1060	FCFFJI_00075	191,02	40	40	91800000	7	7	10	Carbamidomethylation; Deamidation (NQ)	25984	Acetoacetyl-CoA reductase
1017	1567	FCFFJI_01986	190,93	45	45	423000000	7	7	11		15592	50S ribosomal protein L9
761	1507	LLHKPE_03117	190,84	51	51	107000000	10	5	15	Deamidation (NQ)	23564	30S ribosomal protein S4
1323	1134	LGNCKJ_02604	190,67	46	46	10200000	7	2	8		31831	Electron transfer flavoprotein alpha-subunit
1006	605	FCFFJI_02144	190,66	39	39	83200000	9	9	11	Carbamidomethylation	43437	PilT/PilU family type 4a pilus ATPase
1380	996	LLHKPE_03097	190,61	33	33	72200000	6	4	8	Carbamidomethylation; Deamidation (NQ)	30050	50S ribosomal protein L2
972	1211	LLHKPE_02206	190,47	35	35	64000000	9	9	12	Deamidation (NQ)	47465	M16 peptidase family protein
714	1819	LLHKPE_01731	190,45	35	35	80900000	10	10	16	Carbamidomethylation; Deamidation (NQ)	29894	DUF4332 domain-containing protein
576	949	LLHKPE_00415	190,44	63	63	426000000	7	7	19	Carbamidomethylation	19258	Putative UspA domain-containing protein
1629	1746	LLHKPE_02967	190,19	22	22	93700000	4	4	6	Carbamidomethylation	35021	glycine--tRNA ligase subunit alpha
1629	2222	DHPIBI_00830	190,19	22	22	93700000	4	4	6	Carbamidomethylation	35325	glycine--tRNA ligase subunit alpha
1629	2079	LGNCKJ_00378	190,19	22	22	93700000	4	4	6	Carbamidomethylation	34800	glycine--tRNA ligase subunit alpha
884	867	LLHKPE_02137	190,19	23	23	93300000	8	8	13		63750	Poly-beta-hydroxybutyrate polymerase
1396	1633	ODMPFI_03292	190,17	31	31	44800000	7	7	8	Carbamidomethylation	44556	glutamate-1-semialdehyde 2 1-aminomutase
1396	1634	LLHKPE_00979	190,17	31	31	44800000	7	7	8	Carbamidomethylation	44556	glutamate-1-semialdehyde 2 1-aminomutase
871	303	FCFFJI_02028	190,16	26	26	104000000	8	8	13	Carbamidomethylation; Deamidation (NQ)	44587	Iron-containing alcohol dehydrogenase
1259	1061	LLHKPE_00338	190,12	46	46	67300000	8	8	9	Carbamidomethylation	32205	Putative peptidoglycan binding domain-containing protein
781	1583	AIFLKA_03331	190,03	11	11	1140000	5	1	15	Deamidation (NQ); Oxidation (M)	62329	dihydrolipoyl dehydrogenase
733	999	FCFFJI_02217	189,96	45	45	92800000	10	10	16		22983	Thiol:disulfide interchange protein
881	660	JABIIP_00348	189,69	16	16	15700000	7	3	13	Carbamidomethylation	60836	Putative AMP-dependent synthetase and ligase
881	1058	LGNCKJ_00121	189,69	16	16	15700000	7	3	13	Carbamidomethylation	60853	Putative AMP-dependent synthetase and ligase
974	1019	FCFFJI_02006	189,58	56	56	115000000	6	6	12		21644	CBS domain-containing protein
1098	2123	LLHKPE_02260	189,54	23	23	29700000	7	7	10	Deamidation (NQ)	48037	Serine endoprotease
1578	1322	JABIIP_02360	189,53	38	38	114000000	5	5	7		26027	Superoxide dismutase
1023	2339	LLHKPE_00839	189,53	26	26	70800000	8	8	11	Carbamidomethylation	51346	Glutamate synthase  beta subunit
685	333	LLHKPE_03683	189,37	17	17	27300000	11	10	16	Carbamidomethylation	105629	valine--tRNA ligase
1113	1373	FCFFJI_01501	189,26	44	44	130000000	7	7	10	Deamidation (NQ)	24521	Type 4a pilus biogenesis protein PilO
960	36311	HAPDOO_01342	189,1	35	35	49600000	7	7	12	Carbamidomethylation	40557	Poly(3-hydroxyalkanoate) polymerase subunit PhaC
996	1168	AIFLKA_02765	189,09	13	13	0	7	1	11		64148	Acyl-CoA dehydrogenase
1182	176	FCFFJI_00562	189,08	16	16	70600000	8	8	9	Carbamidomethylation	83415	NADH-quinone oxidoreductase subunit NuoG
767	1348	AIFLKA_01158	189,05	23	23	5460000	6	1	15	Oxidation (M)	32389	3-hydroxyacyl-CoA dehydrogenase family protein
1415	1350	LLHKPE_00604	189,01	38	38	56000000	5	5	8	Carbamidomethylation	20172	DUF4123 domain-containing protein
1337	1711	FCFFJI_00611	188,96	52	52	26000000	6	6	8		22794	ATP phosphoribosyltransferase
1177	669	JABIIP_03199	188,86	41	41	43700000	7	5	9	Carbamidomethylation	28135	1 4-dihydroxy-2-naphthoyl-CoA synthase
785	885	LLHKPE_02092	188,86	50	50	81500000	10	8	15	Carbamidomethylation	30021	2-dehydro-3-deoxyphosphooctonate aldolase
1105	1302	DCJHLG_00604	188,8	15	15	17700	8	1	10	Deamidation (NQ)	66337	aspartate--tRNA ligase
1394	7804	LLHKPE_01206	188,79	51	51	105000000	3	3	8	Deamidation (NQ)	7300	50S ribosomal protein L32
1216	1156	LLHKPE_01418	188,77	11	11	49700000	6	6	9	Deamidation (NQ)	105681	Putative Lipoprotein
991	965	FCFFJI_02564	188,31	22	22	97700000	6	6	11		41547	serine-type D-Ala-D-Ala carboxypeptidase
1335	546	JABIIP_02684	188,29	17	17	29600000	7	5	8	Carbamidomethylation; Deamidation (NQ)	62382	dihydrolipoyl dehydrogenase
1224	2165	LLHKPE_00889	188,27	49	49	675000000	5	5	9	Deamidation (NQ)	13032	hypothetical protein
1203	737	FCFFJI_01201	188,02	20	20	59100000	7	7	9	Deamidation (NQ)	58711	2 3-bisphosphoglycerate-independent phosphoglycerate mutase
1143	1714	AIFLKA_01842	187,94	38	38	389000	7	1	10	Carbamidomethylation	29522	Transporter substrate-binding domain-containing protein
547	1713	JABIIP_00109	187,89	40	40	322000000	7	7	19	Carbamidomethylation; Deamidation (NQ)	17150	Calcium:proton antiporter
1488	1669	LLHKPE_00439	187,79	30	30	90100000	6	6	7	Carbamidomethylation	35345	glutathione synthase
706	1293	AIFLKA_00544	187,69	15	15	8550000	7	1	16	Deamidation (NQ); Oxidation (M)	64331	acetolactate synthase 3 large subunit
1543	1397	LLHKPE_02517	187,6	42	42	124000000	6	6	7	Carbamidomethylation	34274	ornithine carbamoyltransferase
962	1297	LLHKPE_00633	187,51	40	40	81400000	8	8	12		33351	protease modulator HflC
1244	1392	LLHKPE_02372	187,48	41	41	136000000	8	7	9	Deamidation (NQ)	21785	Putative Fimbrial assembly family protein
1076	316	FCFFJI_01550	187,48	16	16	47100000	9	9	10	Carbamidomethylation; Deamidation (NQ)	91671	cyanophycin synthetase
1589	5389	LLHKPE_01232	187,43	29	29	47900000	5	4	7		21286	peptidoglycan-associated lipoprotein Pal
1342	1509	LLHKPE_03502	187,33	39	39	90800000	7	7	8	Carbamidomethylation	31843	SH3b domain-containing protein
816	1616	FCFFJI_01309	187,08	45	45	236000000	6	6	14	Oxidation (M)	17241	N5-carboxyaminoimidazole ribonucleotide mutase
1400	997	FCFFJI_00852	186,97	23	23	40900000	6	5	8	Carbamidomethylation	50692	NAD-dependent succinate-semialdehyde dehydrogenase
1051	1364	FCFFJI_00918	186,83	61	61	100000000	6	6	11	Carbamidomethylation; Deamidation (NQ)	15276	(R)-hydratase
729	589	FCFFJI_00811	186,77	42	42	161000000	8	8	16	Carbamidomethylation	27831	enoyl-ACP reductase FabI
913	1693	FCFFJI_00709	186,75	49	49	200000000	4	4	13	Deamidation (NQ)	14514	30S ribosomal protein S9
1117	2483	LLHKPE_00898	186,63	30	30	82000000	8	8	10		47460	Efflux transporter  RND family  MFP subunit
1078	1233	LLHKPE_03370	186,59	14	14	25500000	7	4	10	Carbamidomethylation; Deamidation (NQ)	106174	2-oxoglutarate dehydrogenase E1 component
1572	2168	LLHKPE_02528	186,37	42	42	115000000	5	4	7		13466	Reactive intermediate/imine deaminase
762	1248	FCFFJI_01909	186,28	38	38	70100000	9	7	15	Carbamidomethylation	31805	UTP--glucose-1-phosphate uridylyltransferase GalU
1252	1645	LLHKPE_00098	186,27	46	46	348000000	6	4	9		14702	30S ribosomal protein S9
918	1710	FCFFJI_00785	186,19	37	37	99100000	7	7	13	Carbamidomethylation; Deamidation (NQ)	39979	beta-ketoacyl-ACP synthase III
1273	1821	LLHKPE_00065	185,99	32	32	75800000	7	7	9		32245	cysteine synthase CysM
626	738	LLHKPE_02150	185,97	41	41	97000000	10	8	18	Carbamidomethylation; Deamidation (NQ)	34075	Lyase
705	811	LLHKPE_02151	185,8	26	26	50400000	9	8	16		44761	L-carnitine dehydratase/bile acid-inducible protein F
1682	766	LLHKPE_03992	185,75	16	16	52000000	6	6	6	Carbamidomethylation; Deamidation (NQ)	63601	HAF repeat-containing protein
1574	5299	FCFFJI_01865	185,72	40	40	801000000	4	4	7		8656	acyl carrier protein
947	1265	LGNCKJ_00548	185,7	28	28	33400000	7	2	12	Oxidation (M)	35204	peptidylprolyl isomerase
934	678	LLHKPE_01249	185,69	29	29	77700000	9	9	12		43006	O-succinylhomoserine sulfhydrylase
867	637	JABIIP_03114	185,29	22	22	18600000	10	5	13	Carbamidomethylation	80990	Alpha amylase catalytic region
1241	3170	LLHKPE_03238	185,17	25	25	29500000	8	8	9		58042	FAD-linked oxidase
1097	838	LLHKPE_00602	185,01	24	24	102000000	8	8	10		54633	TssC1 N-terminal domain-containing protein
1049	1794	LLHKPE_03090	184,92	41	41	100000000	6	6	11	Carbamidomethylation	26880	NADH-quinone oxidoreductase subunit G
1506	2142	FCFFJI_00299	184,82	48	48	129000000	4	4	7	Carbamidomethylation	16664	Outer membrane protein assembly factor BamE
1206	1637	LLHKPE_01241	184,76	24	24	106000000	6	6	9		43924	tryptophan synthase subunit beta
1014	528	FCFFJI_01538	184,7	27	27	101000000	7	7	11	Carbamidomethylation	51917	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
1577	1130	AIFLKA_00940	184,65	22	22	110000000	5	5	7	Deamidation (NQ)	40658	Porin domain-containing protein
817	513	FCFFJI_00892	184,58	40	40	101000000	9	8	14	Carbamidomethylation	33735	phosphoribosylaminoimidazolesuccinocarboxamide synthase
1407	1695	LLHKPE_00095	184,36	20	20	351000000	4	4	8	Deamidation (NQ)	38863	Porin domain-containing protein
1255	1546	LLHKPE_02136	184,11	36	36	115000000	5	5	9	Carbamidomethylation	21019	Corrinoid adenosyltransferase
1552	2212	JABIIP_03261	184,01	55	55	48300000	6	5	7	Carbamidomethylation	17741	thiol peroxidase
1302	1552	LLHKPE_01519	183,75	27	27	21000000	6	5	8	Carbamidomethylation; Deamidation (NQ)	46592	Histidinol dehydrogenase
840	1841	DIBEOF_02337	183,65	8	8	9950000	6	1	14		83678	K(+)-insensitive pyrophosphate-energized proton pump
1028	1561	JABIIP_02768	183,34	32	32	20000000	6	2	11	Deamidation (NQ)	20647	50S ribosomal protein L5
1092	275	FCFFJI_02376	183,32	20	20	47000000	7	7	10		54301	CHAD domain-containing protein
936	1216	FCFFJI_01891	183,28	69	69	54700000	6	5	12	Oxidation (M)	16285	3-hydroxyacyl-ACP dehydratase FabZ
1140	1056	FCFFJI_00035	183,28	40	40	81200000	8	8	10	Carbamidomethylation	35781	Catalase-related peroxidase
1884	8769	HAPDOO_00268	183,18	21	21	83700000	5	5	5	Carbamidomethylation	41063	Acetyl-CoA acetyltransferase
1204	1078	LLHKPE_01915	183,18	34	34	56900000	8	8	9	Carbamidomethylation	35703	Histone deacetylase superfamily
1511	2227	FCFFJI_00467	183,15	48	48	40300000	7	7	7	Carbamidomethylation; Deamidation (NQ)	27111	tol-pal system protein YbgF
1024	1315	LLHKPE_01835	183,11	38	38	107000000	7	7	11	Carbamidomethylation; Deamidation (NQ)	30479	Virulence protein SciE type
1001	2260	LLHKPE_02658	182,96	34	34	25800000	7	6	11	Carbamidomethylation	45409	diaminopimelate decarboxylase
1919	2794	LLHKPE_01337	182,93	53	53	95200000	4	4	5		13317	Protein pilH
564	392	LLHKPE_02921	182,93	20	20	124000000	9	9	19	Deamidation (NQ)	74029	PhoPQ-activated pathogenicity-related family protein
897	1235	FCFFJI_02378	182,88	33	33	141000000	7	7	13	Oxidation (M)	26707	DUF47 family protein
1157	1969	LLHKPE_00165	182,78	38	38	76600000	5	5	10	Carbamidomethylation	25264	glutamine amidotransferase
1043	1375	LLHKPE_00016	182,73	24	24	131000000	9	9	11	Deamidation (NQ)	66628	IPT/TIG domain-containing protein
1072	1719	FCFFJI_01334	182,53	49	49	45700000	8	8	11	Carbamidomethylation; Oxidation (M)	19463	GNAT family N-acetyltransferase
1068	1103	JABIIP_01431	182,43	24	24	19900000	6	2	11	Carbamidomethylation; Deamidation (NQ)	49176	Alpha-amylase
1542	1295	FCFFJI_01502	182,38	38	38	43900000	6	6	7		21301	PilN domain-containing protein
1478	1978	FCFFJI_02592	182,37	36	36	174000000	5	5	7	Deamidation (NQ)	26581	Ammonia monooxygenase gamma subunit
659	1666	LLHKPE_03400	182,37	31	31	65600000	8	8	17	Deamidation (NQ)	28464	Fe-S cluster assembly ATPase SufC
553	2204	LLHKPE_00707	182,33	68	68	65900000	7	7	19	Deamidation (NQ)	13859	Rna binding protein
1062	1333	LLHKPE_00395	182,17	39	39	104000000	6	6	11	Deamidation (NQ)	30236	Sulfurtransferase
1299	2266	LLHKPE_02501	181,89	54	54	228000000	4	4	8		13033	Putative chemotaxis regulator CheY
914	2757	LLHKPE_03037	181,68	39	39	818000000	4	4	13	Carbamidomethylation; Deamidation (NQ)	11424	High-putative iron-sulfur protein
1268	1727	LLHKPE_03903	181,59	34	34	326000000	4	4	9	Deamidation (NQ)	25639	Superoxide dismutase
1303	1317	AIFLKA_01814	181,56	17	17	272000	7	1	8	Carbamidomethylation	59803	hypothetical protein
645	1638	LLHKPE_02510	181,15	33	33	101000000	11	11	17	Deamidation (NQ); Oxidation (M)	65855	DUF2135 domain-containing protein
1381	1102	FCFFJI_02049	181,15	26	26	43300000	6	6	8	Carbamidomethylation	43174	dihydroorotase
1044	1050	JABIIP_01293	181,09	22	22	15100000	8	3	11		58518	Glucan biosynthesis protein  periplasmic
715	1784	LGNCKJ_01305	181,09	40	40	66800000	6	2	16	Deamidation (NQ); Oxidation (M)	16691	Phasin
1217	1112	FCFFJI_01968	181,07	29	29	69300000	6	6	9	Carbamidomethylation	35300	glycine--tRNA ligase subunit alpha
1433	1889	LLHKPE_00270	180,99	36	36	47700000	6	6	7		26573	bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG
1126	2842	LLHKPE_00080	180,88	32	32	1540000	7	1	10		18976	OmpH family outer membrane protein
943	1762	JABIIP_02762	180,87	37	37	797000	7	1	12		25484	30S ribosomal protein S3
1041	2780	LLHKPE_00896	180,69	45	45	183000000	5	5	11	Carbamidomethylation; Oxidation (M)	17296	Metal-binding protein
1419	2390	LLHKPE_00008	180,67	46	46	258000000	4	4	8	Deamidation (NQ)	16802	Copper chaperone PCu(A)C
1576	5964	LLHKPE_02462	180,59	16	16	18800000	5	5	7	Carbamidomethylation	45409	dihydroorotase
1722	2162	LLHKPE_00761	180,47	31	31	85300000	4	4	6		29652	Neuromedin U
976	1148	FCFFJI_01500	180,29	36	36	127000000	6	6	12		20210	Pilus assembly protein PilP
912	1820	LLHKPE_01773	180,18	35	35	342000000	5	5	13		20749	Putative lipoprotein
1120	1212	FCFFJI_01007	180,16	40	40	104000000	8	8	10		28630	2-(1 2-epoxy-1 2-dihydrophenyl)acetyl-CoA isomerase PaaG
1403	2767	LLHKPE_02456	180,16	33	33	660000000	4	4	8		17399	Cytochrome c domain-containing protein
1099	1294	LNJFLG_02801	180,15	11	11	452000	6	1	10	Carbamidomethylation	77519	elongation factor G
1282	2151	LLHKPE_03536	180,14	50	50	145000000	4	4	9	Carbamidomethylation	15613	Universal stress protein
1236	990	FCFFJI_00780	180,09	26	26	76700000	6	6	9	Carbamidomethylation; Deamidation (NQ)	53813	acetolactate synthase large subunit
1172	958	LLHKPE_03399	180,07	20	20	35600000	8	8	9	Carbamidomethylation	53523	Fe-S cluster assembly protein SufB
1154	1499	LLHKPE_02387	180,02	29	29	88300000	5	4	10	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	29626	carboxylating nicotinate-nucleotide diphosphorylase
939	544	FCFFJI_00703	179,99	22	22	41100000	8	8	12	Carbamidomethylation	63105	proline--tRNA ligase
1144	1230	BDJIJG_01818	179,92	28	28	738000	6	1	10	Oxidation (M)	32205	3-hydroxybutyryl-CoA dehydrogenase
982	1278	DCJHLG_02661	179,76	26	26	59400	5	1	12	Deamidation (NQ)	28799	RES domain-containing protein
1436	2200	LLHKPE_01363	179,73	25	25	78100000	7	7	7	Carbamidomethylation	50501	dihydrolipoyl dehydrogenase
1285	2583	LLHKPE_03740	179,67	17	17	11900000	7	6	8	Carbamidomethylation	61770	energy-dependent translational throttle protein EttA
1710	1752	LLHKPE_03496	179,65	61	61	141000000	6	6	6	Carbamidomethylation	22824	Phospholipid-binding protein
1109	1124	FCFFJI_01399	179,61	17	17	61200000	7	7	10		60662	Membrane protein insertase YidC
1063	1664	LLHKPE_02279	179,47	46	46	145000000	6	6	11	Carbamidomethylation	18147	DUF1269 domain-containing protein
1592	1952	LLHKPE_02051	179,45	39	39	113000000	5	4	7		15652	F0F1 ATP synthase subunit epsilon
1178	1748	LLHKPE_03225	179,43	20	20	51100000	7	7	9	Carbamidomethylation	61783	hypothetical protein
946	1420	LLHKPE_03456	179,28	42	42	54600000	7	5	12	Carbamidomethylation; Deamidation (NQ)	34115	thioredoxin-disulfide reductase
721	1347	FCFFJI_00118	179,17	58	58	55600000	8	7	16	Carbamidomethylation; Deamidation (NQ)	26215	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
1316	1011	FCFFJI_01869	178,93	20	20	66400000	5	5	8	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	36494	Phosphate acyltransferase
1519	2568	LLHKPE_02869	178,93	29	29	32100000	5	5	7	Carbamidomethylation	23152	bifunctional phosphoserine phosphatase/homoserine phosphotransferase ThrH
1134	1655	DHPIBI_03116	178,86	22	22	14800000	7	5	10	Deamidation (NQ)	36519	TRAP transporter substrate-binding protein
870	506	LLHKPE_01822	178,8	29	29	75600000	12	12	13		80930	Acetyl-CoA hydrolase
1278	2707	LLHKPE_03169	178,61	25	25	40600000	6	6	9	Carbamidomethylation	46384	glutamate-5-semialdehyde dehydrogenase
859	569	FCFFJI_02145	178,6	28	28	94600000	8	6	13		29796	2 3 4 5-tetrahydropyridine-2 6-dicarboxylate N-succinyltransferase
1141	802	JABIIP_01134	178,51	44	44	58400000	7	4	10	Carbamidomethylation; Deamidation (NQ)	29206	Succinate dehydrogenase iron-sulfur subunit
1545	2194	LGNCKJ_02460	178,44	37	37	80100000	5	5	7		18774	DUF937 domain-containing protein
1032	1844	FCFFJI_02676	178,42	29	29	161000000	5	5	11	Deamidation (NQ)	17701	hypothetical protein
1263	1389	LLHKPE_00082	177,97	53	53	111000000	6	4	9	Carbamidomethylation	16476	3-hydroxyacyl-ACP dehydratase FabZ
