Protein Group	Protein ID	Accession	-10lgP	Coverage (%)	Coverage (%) Sample 2	Area Sample 2	#Peptides	#Unique	#Spec Sample 2	PTM	Avg. Mass	Description
835	873	LLHKPE_02396	196,46	29	29	6,03E+07	8	8	13		55070	DUF4331 domain-containing protein
1690	1649	FCFFJI_00238	196,45	27	27	8,92E+07	4	4	5	Carbamidomethylation	28643	cell division protein ZapD
1113	1670	FCFFJI_00875	196,15	22	22	2,55E+07	6	6	9		43870	2-methylfumaryl-CoA isomerase
785	1067	FCFFJI_01707	196,1	53	53	5,62E+07	8	8	14	Carbamidomethylation	29232	ferredoxin--NADP(+) reductase
517	816	LGNCKJ_01178	196,02	13	13	1,31E+06	9	1	19	Oxidation (M)	86348	1 4-alpha-glucan branching protein GlgB
1069	2770	FCFFJI_01855	195,76	42	42	1,19E+08	6	6	10	Deamidation (NQ)	12856	DUF4845 domain-containing protein
1138	662	FCFFJI_00302	195,5	26	26	6,57E+07	8	8	9	Carbamidomethylation	51172	pyruvate kinase
933	608	FCFFJI_01828	195,35	30	30	6,42E+07	7	7	11		39478	histidinol-phosphate transaminase
959	550	LLHKPE_03765	195,31	58	58	1,09E+08	9	9	11	Carbamidomethylation; Deamidation (NQ)	34591	NAD-dependent epimerase/dehydratase
754	982	JABIIP_00249	195,27	51	51	3,39E+07	9	3	14	Deamidation (NQ); Oxidation (M)	26606	Electron transfer flavoprotein subunit beta
907	1148	FCFFJI_01500	195,21	36	36	1,26E+08	7	7	12	Deamidation (NQ)	20210	Pilus assembly protein PilP
1373	1001	FCFFJI_00597	194,9	13	13	3,52E+07	5	5	7		64970	Secretin N-terminal domain-containing protein
655	604	LLHKPE_03884	194,77	28	28	1,33E+08	8	8	16	Carbamidomethylation; Deamidation (NQ)	49889	phosphomannomutase
614	949	LLHKPE_00415	194,6	71	71	2,95E+08	8	8	17	Carbamidomethylation	19258	Putative UspA domain-containing protein
1201	902	FCFFJI_01395	194,59	21	21	4,20E+07	7	7	8	Carbamidomethylation	40921	Beta sliding clamp
1307	2766	LLHKPE_03279	194,5	35	35	1,10E+08	4	4	8	Deamidation (NQ)	28220	PEP-CTERM sorting domain-containing protein
777	1355	FCFFJI_01332	194,48	65	65	1,21E+08	7	7	14	Carbamidomethylation	24608	DUF484 domain-containing protein
885	805	LGNCKJ_01303	194,13	36	36	4,51E+06	7	1	12	Carbamidomethylation	30561	Amino acid ABC transporter substrate-binding protein
662	1127	LGNCKJ_00842	194,12	22	22	1,64E+06	6	1	16	Carbamidomethylation; Oxidation (M)	47903	NADH-quinone oxidoreductase subunit D
1298	1202	LLHKPE_03695	194,06	16	16	6,56E+07	6	6	8	Carbamidomethylation	91071	Putative Peptidase families S8 and S53 domain protein
903	946	LLHKPE_02945	193,9	32	32	3,78E+07	10	10	12	Carbamidomethylation	53103	aminomethyl-transferring glycine dehydrogenase subunit GcvPB
1184	1416	FCFFJI_01693	193,78	19	19	1,24E+07	6	5	9	Carbamidomethylation; Deamidation (NQ)	43749	aspartate kinase
958	793	LLHKPE_01199	193,71	28	28	3,81E+07	9	8	11	Carbamidomethylation; Deamidation (NQ)	55479	2-isopropylmalate synthase
927	516	LLHKPE_03393	193,65	14	14	3,44E+07	8	8	11	Deamidation (NQ)	108175	CHAT domain-containing protein
1041	1243	FCFFJI_00544	193,48	29	29	1,54E+08	7	7	10	Carbamidomethylation	41078	carbamoyl phosphate synthase small subunit
1079	1426	AIFLKA_00631	193,28	24	24	5,31E+06	7	1	10		26436	Triosephosphate isomerase
749	759	FCFFJI_01636	193,18	23	23	1,35E+08	7	7	14		46617	polyphosphate kinase 2
1097	584	LLHKPE_03699	193,08	22	22	1,04E+07	8	3	9	Carbamidomethylation	57009	Putative AMP-dependent synthetase and ligase
1092	1038	FCFFJI_00576	193	29	29	4,21E+07	8	8	9	Carbamidomethylation	46192	sulfate adenylyltransferase
1169	2156	AIFLKA_02095	192,99	31	31	1,82E+08	4	4	9		26214	hypothetical protein
1312	1350	LLHKPE_00604	192,89	53	53	4,65E+07	6	6	8	Carbamidomethylation	20172	DUF4123 domain-containing protein
1167	1390	FCFFJI_00287	192,77	42	42	1,45E+08	7	7	9	Carbamidomethylation	14620	DUF995 domain-containing protein
716	842	JABIIP_03017	192,67	35	35	4,98E+07	11	7	15	Carbamidomethylation	48077	Leucine-binding protein domain-containing protein
633	784	AEBICJ_04167	192,58	10	10	1,37E+07	11	5	16	Carbamidomethylation; Deamidation (NQ)	156156	DNA-directed RNA polymerase subunit beta'
1029	1024	LLHKPE_00010	192,45	32	32	4,23E+07	6	4	10	Carbamidomethylation	37673	class 1 fructose-bisphosphatase
654	566	LLHKPE_03088	192,41	35	35	3,94E+07	12	12	16	Carbamidomethylation	56303	Nickel-dependent hydrogenase large subunit
750	660	JABIIP_00348	192,41	23	23	2,52E+07	10	7	14	Carbamidomethylation	60836	Putative AMP-dependent synthetase and ligase
896	1066	FCFFJI_02632	192,41	56	56	1,13E+08	7	7	12		20258	transcription termination/antitermination protein NusG
1127	883	FCFFJI_01797	192,34	31	31	1,70E+08	8	8	9		28274	enoyl-ACP reductase FabI
1396	545	FCFFJI_01768	191,93	39	39	6,00E+07	7	6	7	Carbamidomethylation	31525	Alpha/beta hydrolase
860	936	AIFLKA_00242	191,92	24	24	1,25E+07	7	2	12	Deamidation (NQ)	44801	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
873	606	FCFFJI_01446	191,89	40	40	6,52E+07	10	10	12	Deamidation (NQ)	33696	Protein HflC
1124	1457	JABIIP_02821	191,78	29	29	7,87E+06	7	1	9		26601	NADH-quinone oxidoreductase subunit C
762	856	LLHKPE_01648	191,72	50	50	7,25E+07	9	4	14	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	31566	pyridoxal 5'-phosphate synthase lyase subunit PdxS
593	465	LLHKPE_02371	191,67	38	38	7,33E+07	10	10	17	Carbamidomethylation	39901	Putative type IV fimbriae biogenesis protein
1006	561	LGNCKJ_00766	191,61	12	12	4,33E+05	8	1	10		99767	pyruvate dehydrogenase (acetyl-transferring)  homodimeric type
917	1655	DHPIBI_03116	191,34	20	20	2,74E+07	7	5	12	Deamidation (NQ)	36519	TRAP transporter substrate-binding protein
1338	1597	FCFFJI_01228	191,32	21	21	4,94E+07	6	6	7		44258	alanine transaminase
1013	769	JABIIP_03153	191,31	22	22	5,26E+07	6	4	10	Deamidation (NQ)	37685	Cytochrome-c peroxidase
957	757	FCFFJI_00368	191,3	26	26	5,87E+07	10	9	11	Carbamidomethylation	61390	diacylglycerol O-acyltransferase
876	658	FCFFJI_01327	191,15	33	33	1,74E+08	8	8	12		42468	Multidrug efflux pump subunit AcrA
1364	1639	FCFFJI_01450	191,08	30	30	3,28E+07	6	6	7		23169	DUF47 family protein
1087	612	LLHKPE_00275	190,96	25	25	5,50E+07	7	5	9	Carbamidomethylation	44437	OmpA-like domain-containing protein
810	674	JABIIP_01171	190,91	28	28	2,77E+07	7	2	13	Carbamidomethylation; Oxidation (M)	28024	enoyl-CoA hydratase
1351	1392	LLHKPE_02372	190,69	39	39	1,18E+08	7	7	7	Deamidation (NQ)	21785	Putative Fimbrial assembly family protein
1045	1397	LLHKPE_02517	190,68	31	31	7,64E+07	5	5	10	Carbamidomethylation	34274	ornithine carbamoyltransferase
1012	1142	LLHKPE_03527	190,59	10	10	2,95E+07	8	8	10		106165	Peptidase M16C associated domain protein
1193	2165	LLHKPE_00889	190,52	49	49	2,09E+08	5	5	9		13032	hypothetical protein
971	990	FCFFJI_00780	190,51	31	31	7,11E+07	7	7	11	Carbamidomethylation; Deamidation (NQ)	53813	acetolactate synthase large subunit
751	847	JABIIP_03121	190,5	13	13	6,92E+06	9	4	14	Carbamidomethylation	121209	fused isobutyryl-CoA mutase/GTPase IcmF
709	782	LLHKPE_03054	190,5	37	37	1,02E+08	8	6	15	Deamidation (NQ)	27879	Enoyl-[acyl-carrier-protein] reductase [NADH]
782	1167	LLHKPE_03109	190,44	49	49	7,92E+07	7	6	14	Deamidation (NQ)	20980	50S ribosomal protein L6
1333	1222	FCFFJI_02565	190,24	25	25	3,55E+07	6	6	7	Carbamidomethylation	32294	branched-chain-amino-acid transaminase
431	1034	KABFEG_01600	189,72	10	10	1,96E+08	5	2	22	Oxidation (M)	78715	polyribonucleotide nucleotidyltransferase
980	1347	FCFFJI_00118	189,67	56	56	5,67E+07	8	7	11	Carbamidomethylation; Deamidation (NQ)	26215	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
1039	1574	FCFFJI_00949	189,66	21	21	3,52E+07	7	7	10	Carbamidomethylation	62340	type IV-A pilus assembly ATPase PilB
966	1583	AIFLKA_03331	189,65	11	11	1,09E+06	5	1	11	Deamidation (NQ)	62329	dihydrolipoyl dehydrogenase
587	264	LLHKPE_01843	189,65	12	12	5,44E+07	11	11	17		137758	type VI secretion system membrane subunit TssM
1308	1407	LLHKPE_01251	189,45	36	36	3,03E+07	4	3	8	Carbamidomethylation	26112	Short-chain dehydrogenase/reductase SDR
1065	973	LGNCKJ_01774	189,42	32	32	1,62E+08	5	5	10	Deamidation (NQ); Oxidation (M)	35282	PEP-CTERM sorting domain-containing protein
1058	1717	LLHKPE_01838	189,41	58	58	3,86E+08	7	4	10		19079	type VI secretion system contractile sheath small subunit
871	395	FCFFJI_00952	189,39	29	29	7,84E+07	9	9	12		51400	S41 family peptidase
827	2020	AIFLKA_00592	189,38	41	41	8,48E+05	6	1	13	Carbamidomethylation; Oxidation (M)	28705	RES domain-containing protein
1387	1295	FCFFJI_01502	189,37	26	26	5,61E+07	5	5	7		21301	PilN domain-containing protein
779	2057	FCFFJI_01925	189,34	53	53	2,39E+08	6	6	14	Oxidation (M)	15855	CBS domain-containing protein
1040	970	FCFFJI_02177	189,21	31	31	5,25E+07	7	7	10	Carbamidomethylation	29534	MinD/ParA family protein
989	1102	FCFFJI_02049	189,11	36	36	4,22E+07	8	8	11	Carbamidomethylation	43174	dihydroorotase
1383	1218	FCFFJI_00332	189,11	28	28	3,19E+07	6	6	7	Carbamidomethylation	37181	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
783	1601	FCFFJI_01900	189,01	38	38	1,24E+08	7	7	14	Carbamidomethylation; Deamidation (NQ)	25327	UMP kinase
960	932	LLHKPE_02272	188,98	36	36	1,10E+08	8	8	11	Deamidation (NQ)	37379	Extracellular solute-binding protein family 3
797	554	JABIIP_01822	188,91	14	14	8,46E+06	8	3	13	Carbamidomethylation	81097	glycogen debranching protein GlgX
1131	1551	FCFFJI_00047	188,87	40	40	4,33E+07	5	5	9	Carbamidomethylation	20742	Polymer-forming cytoskeletal protein
1000	1101	FCFFJI_00179	188,78	41	41	9,19E+07	6	6	11	Carbamidomethylation; Oxidation (M)	29565	HDOD domain-containing protein
773	1053	FCFFJI_02695	188,74	30	30	6,75E+07	8	4	14		31671	hypothetical protein
1372	1181	LLHKPE_02656	188,53	50	50	6,82E+07	7	6	7	Carbamidomethylation; Deamidation (NQ)	25147	Putative Phospholipase/Carboxylesterase
722	1535	FCFFJI_02284	188,5	46	46	1,06E+08	8	7	15	Carbamidomethylation; Deamidation (NQ)	23501	adenylate kinase
961	788	LLHKPE_02468	188,07	28	28	4,79E+07	9	9	11	Carbamidomethylation	49499	hypothetical protein
786	2144	LLHKPE_03257	187,82	43	43	1,52E+08	5	3	14	Oxidation (M)	16587	Putative Cytochrome c class II
1331	683	FCFFJI_00516	187,54	12	12	2,87E+07	6	5	7		77461	methionine--tRNA ligase
1003	1731	LLHKPE_01584	187,54	58	58	8,01E+07	7	7	11	Carbamidomethylation; Deamidation (NQ)	17480	DUF2505 domain-containing protein
820	1918	LLHKPE_02704	187,28	64	64	6,74E+08	4	4	13	Deamidation (NQ); Oxidation (M)	12311	DNA-binding protein H-NS-like C-terminal domain-containing protein
851	586	LLHKPE_03980	187,16	23	23	2,00E+07	9	4	12		63268	Methyl-accepting chemotaxis sensory transducer with TarH sensor
838	1712	FCFFJI_00081	187,12	30	30	1,13E+08	5	5	13		30799	Outer membrane protein assembly factor BamD
811	1293	AIFLKA_00544	187,11	14	14	3,14E+06	6	1	13	Deamidation (NQ)	64331	acetolactate synthase 3 large subunit
651	673	LLHKPE_00296	186,99	25	25	1,91E+07	8	6	16		67061	arginine--tRNA ligase
943	708	AIFLKA_01365	186,81	9	9	2,21E+06	8	1	11	Carbamidomethylation; Deamidation (NQ)	169718	Glutamate synthase (NADPH/NADH) large chain/glutamate synthase (Ferredoxin)
1371	1083	FCFFJI_01477	186,69	29	29	6,02E+07	6	6	7	Carbamidomethylation	42382	O-succinylhomoserine sulfhydrylase
1168	2140	FCFFJI_01760	186,52	44	44	2,04E+08	4	4	9	Carbamidomethylation; Deamidation (NQ)	18226	Type II secretion system protein H
1140	1375	LLHKPE_00016	186,41	23	23	9,82E+07	8	8	9	Deamidation (NQ)	66628	IPT/TIG domain-containing protein
724	1135	LLHKPE_00544	186,38	48	48	1,81E+08	6	5	15	Deamidation (NQ)	22319	50S ribosomal protein L25/general stress protein Ctc
839	1349	LLHKPE_02381	186,3	17	17	7,41E+07	5	5	13	Carbamidomethylation; Oxidation (M)	61323	urease subunit alpha
1117	691	LLHKPE_01592	186,28	27	27	2,69E+07	9	9	9	Carbamidomethylation; Deamidation (NQ)	67544	Alkaline phosphatase
1214	654	FCFFJI_01484	186,06	26	26	4,50E+07	8	8	8	Carbamidomethylation	43371	tryptophan synthase subunit beta
1147	1711	FCFFJI_00611	185,99	44	44	2,79E+07	6	6	9		22794	ATP phosphoribosyltransferase
872	622	LLHKPE_02309	185,96	21	21	3,65E+07	9	8	12	Carbamidomethylation	67812	Polyhydroxyalkanoate synthase
1589	1394	AIFLKA_02764	185,61	29	29	8,58E+06	4	1	6		31797	Electron transfer flavoprotein alpha-subunit
1211	919	FCFFJI_00066	185,31	19	19	1,86E+07	6	3	8	Carbamidomethylation	45953	ATP-dependent Clp protease ATP-binding subunit ClpX
882	2758	FCFFJI_01471	185,18	33	33	1,41E+08	4	4	12	Oxidation (M)	17951	Peptidyl-prolyl cis-trans isomerase
1046	1737	FCFFJI_00487	185,09	78	78	5,57E+07	6	6	10		12051	ribosome hibernation-promoting factor  HPF/YfiA family
987	2049	FCFFJI_00486	185	41	41	2,06E+08	5	5	11	Oxidation (M)	15969	PTS IIA-like nitrogen regulatory protein PtsN
741	476	LLHKPE_00026	184,93	11	11	4,72E+07	9	9	14		125081	Transglutaminase-like domain-containing protein
843	1143	JABIIP_01252	184,89	40	40	9,51E+06	6	1	13	Carbamidomethylation	20475	Tellurium resistance protein
1190	976	LLHKPE_01211	184,79	37	37	8,43E+07	7	7	9	Carbamidomethylation; Deamidation (NQ)	43367	beta-ketoacyl-ACP synthase II
1172	1017	LLHKPE_00410	184,41	26	26	7,03E+07	6	5	9	Deamidation (NQ)	34716	Quinone oxidoreductase  NADPH-dependent
938	1016	LLHKPE_00386	183,85	63	63	1,47E+08	7	4	11	Carbamidomethylation; Oxidation (M)	18846	Gamma carbonic anhydrase family protein
1002	2757	LLHKPE_03037	183,84	39	39	7,06E+08	4	4	11	Carbamidomethylation; Deamidation (NQ)	11424	High-putative iron-sulfur protein
1304	1023	FCFFJI_01839	183,73	23	23	3,78E+07	5	5	8	Deamidation (NQ)	39624	Putative 8-amino-7-oxononanoate synthase
1068	1724	JABIIP_02096	183,69	53	53	4,83E+07	6	3	10	Carbamidomethylation; Deamidation (NQ)	16549	catalase
1022	1736	FCFFJI_02480	183,63	38	38	5,35E+07	6	6	10	Carbamidomethylation	35153	octaprenyl diphosphate synthase
955	1145	LLHKPE_03553	183,44	48	48	7,34E+07	6	3	11	Oxidation (M)	17669	30S ribosomal protein S7
967	1610	LLHKPE_00238	183,34	28	28	1,10E+08	5	5	11	Deamidation (NQ)	26779	CBM20 domain-containing protein
1483	800	FCFFJI_00336	183,3	20	20	2,34E+07	5	5	6	Carbamidomethylation	47097	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
1277	925	FCFFJI_00491	183,24	24	24	6,04E+07	6	5	8		36685	recombinase RecA
1171	1378	FCFFJI_01674	183,05	32	32	8,57E+07	7	7	9	Deamidation (NQ)	33423	Tyrosine-protein kinase family protein
689	213	FCFFJI_02603	182,78	19	19	6,02E+07	11	11	15	Carbamidomethylation; Deamidation (NQ)	90758	Hsp70 family protein
1531	1568	LLHKPE_00856	182,78	25	25	5,64E+07	5	5	6		28013	cytochrome-c oxidase  cbb3-type subunit II
1570	1546	LLHKPE_02136	182,75	36	36	6,56E+07	6	6	6	Carbamidomethylation	21019	Corrinoid adenosyltransferase
1361	763	LLHKPE_01622	182,58	32	32	3,26E+07	6	5	7	Carbamidomethylation; Oxidation (M)	41127	cell division protein FtsZ
956	1844	FCFFJI_02676	182,5	29	29	1,52E+08	5	5	11		17701	hypothetical protein
1469	2275	JABIIP_01803	182,48	20	20	3,57E+07	4	4	7		37717	Porin
1591	1676	HKHPLO_00159	182,4	20	20	9,27E+07	5	5	6		53218	hypothetical protein
1243	1699	FCFFJI_00660	182,35	54	54	2,23E+08	6	4	8		14123	50S ribosomal protein L19
949	806	FCFFJI_00552	182,15	21	21	5,21E+07	7	7	11		49489	phosphoglucosamine mutase
1018	1166	JABIIP_01540	182	26	26	2,71E+07	5	2	10	Oxidation (M)	27610	30S ribosomal protein S2
1018	1160	AIFLKA_01040	182	26	26	2,71E+07	5	2	10	Oxidation (M)	27661	30S ribosomal protein S2
1018	1207	DHPIBI_02233	182	26	26	2,71E+07	5	2	10	Oxidation (M)	27581	30S ribosomal protein S2
1444	1575	AIFLKA_01414	181,96	17	17	2,52E+06	5	1	7	Deamidation (NQ)	49758	putative periplasmic serine endoprotease DegP-like
894	732	FCFFJI_00663	181,84	38	38	3,37E+07	8	8	12	Carbamidomethylation	31927	Polyprenyl synthetase family protein
942	1050	JABIIP_01293	181,64	26	26	1,83E+07	8	3	11		58518	Glucan biosynthesis protein  periplasmic
1139	1055	JABIIP_01874	181,57	27	27	1,65E+07	7	3	9	Oxidation (M)	39260	iron-sulfur cluster carrier protein ApbC
925	2463	LLHKPE_01041	181,49	49	49	2,15E+08	5	5	12	Deamidation (NQ)	11767	hypothetical protein
1502	1560	LGNCKJ_02829	181,47	17	17	2,18E+06	4	1	6		32196	NYN domain-containing protein
1116	1332	JABIIP_00069	181,47	15	15	1,51E+07	6	4	9	Carbamidomethylation; Deamidation (NQ)	76414	methylmalonyl-CoA mutase
1008	539	FCFFJI_00192	181,46	30	30	7,47E+07	9	9	10	Deamidation (NQ)	54942	Cytochrome c domain-containing protein
890	1686	LGNCKJ_01781	181,27	12	12	1,19E+06	6	1	12	Carbamidomethylation; Deamidation (NQ)	56214	type VI secretion system contractile sheath large subunit
890	1382	AIFLKA_00874	181,27	12	12	1,19E+06	6	1	12	Carbamidomethylation; Deamidation (NQ)	56089	type VI secretion system contractile sheath large subunit
1491	942	JABIIP_01285	181,17	31	31	1,55E+06	5	1	6	Deamidation (NQ)	34417	branched-chain amino acid transaminase
1380	1176	LLHKPE_00625	181,15	17	17	2,33E+07	6	3	7	Deamidation (NQ)	43538	Outer membrane protein assembly factor BamC
1178	1709	LLHKPE_03108	181,1	62	62	9,98E+07	6	6	9	Carbamidomethylation; Oxidation (M)	14179	30S ribosomal protein S8
928	540	FCFFJI_02616	181,07	11	11	2,79E+07	7	6	11	Deamidation (NQ)	94817	alanine--tRNA ligase
1049	532	HADHNG_03012	180,96	34	34	6,96E+07	8	7	10	Carbamidomethylation	36291	amino acid ABC transporter substrate-binding protein
1073	1771	FCFFJI_01934	180,88	48	48	1,04E+08	6	5	10		12300	Transcriptional regulator
854	968	KABFEG_02951	180,82	8	8	1,48E+07	8	1	12	Carbamidomethylation	118712	DNA-directed RNA polymerase subunit beta'
1208	544	FCFFJI_00703	180,72	19	19	3,67E+07	7	6	8	Carbamidomethylation	63105	proline--tRNA ligase
635	978	LLHKPE_03619	180,68	17	17	4,79E+07	11	11	16	Carbamidomethylation	102583	D-lactate dehydrogenase (cytochrome)
828	1297	LLHKPE_00633	180,63	33	33	4,13E+07	6	6	13		33351	protease modulator HflC
863	376	LLHKPE_02376	180,5	10	10	4,30E+07	9	9	12	Carbamidomethylation; Deamidation (NQ)	152925	Big-1 domain-containing protein
834	1722	FCFFJI_01988	180,3	63	63	1,35E+08	6	5	13	Carbamidomethylation	14736	30S ribosomal protein S6
1602	2151	LLHKPE_03536	180,17	50	50	6,68E+07	4	4	6	Carbamidomethylation	15613	Universal stress protein
1651	2142	FCFFJI_00299	180	38	38	8,85E+07	4	4	6	Carbamidomethylation; Deamidation (NQ)	16664	Outer membrane protein assembly factor BamE
1464	1727	LLHKPE_03903	179,65	34	34	1,93E+08	4	4	7		25639	Superoxide dismutase
867	1062	HAPDOO_02483	179,64	15	15	1,77E+06	6	2	12	Oxidation (M)	44485	NADP-dependent isocitrate dehydrogenase
1159	1434	LLHKPE_01869	179,48	19	19	3,18E+07	5	5	9	Carbamidomethylation	47591	phosphoglucosamine mutase
1297	1179	AIFLKA_03062	179,4	21	21	1,13E+07	6	1	8		37818	3-phosphoserine/phosphohydroxythreonine transaminase
1669	922	LLHKPE_01003	179,4	18	18	6,68E+07	5	5	5	Carbamidomethylation	51893	Putative FAD/FMN-containing dehydrogenase
1669	923	ODMPFI_03315	179,4	18	18	6,68E+07	5	5	5	Carbamidomethylation	51893	Putative FAD/FMN-containing dehydrogenase
998	1012	FCFFJI_00022	179,26	37	37	8,33E+07	9	9	11	Carbamidomethylation	41534	Beta-ketoacyl-ACP synthase III
1060	1077	FCFFJI_02629	179,25	53	53	2,43E+08	5	5	10	Carbamidomethylation	17156	50S ribosomal protein L10
1028	1541	FCFFJI_00399	179,2	29	29	3,54E+07	8	8	10		59442	PilZ domain-containing protein
983	1128	JABIIP_01113	179,18	46	46	9,25E+06	7	2	11	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	31302	pyridoxal 5'-phosphate synthase lyase subunit PdxS
1255	1678	FCFFJI_00553	179,16	27	27	2,65E+07	6	4	8	Carbamidomethylation	25922	triose-phosphate isomerase
1043	1719	FCFFJI_01334	179,16	49	49	5,10E+07	7	7	10	Carbamidomethylation	19463	GNAT family N-acetyltransferase
818	1608	LLHKPE_02373	179,11	37	37	8,36E+07	6	6	13		24774	Putative Pilus assembly protein PilO
1265	2182	FCFFJI_02659	178,95	35	35	2,87E+07	6	6	8	Carbamidomethylation	29418	NAD(P)-dependent oxidoreductase
841	1567	FCFFJI_01986	178,92	39	39	2,22E+08	6	6	13	Deamidation (NQ); Oxidation (M)	15592	50S ribosomal protein L9
1014	1265	LGNCKJ_00548	178,77	28	28	1,67E+06	7	1	10	Deamidation (NQ); Oxidation (M)	35204	peptidylprolyl isomerase
590	803	JABIIP_02591	178,58	22	22	4,49E+07	10	8	17		83728	Alpha-1 4-glucan:maltose-1-phosphate maltosyltransferase
953	1226	LNJFLG_02276	178,58	15	15	9,75E+05	7	1	11		64044	Carbohydrate ABC transporter substrate-binding protein
1666	1041	FCFFJI_01608	178,47	20	20	3,04E+07	4	4	5	Carbamidomethylation	42047	Isovaleryl-CoA dehydrogenase  mitochondrial
889	808	JABIIP_01265	178,37	28	28	1,38E+07	8	3	12	Carbamidomethylation	33418	UTP--glucose-1-phosphate uridylyltransferase GalU
481	1036	BDJIJG_00908	178,28	15	15	1,17E+08	5	1	20	Carbamidomethylation; Oxidation (M)	45585	phosphopyruvate hydratase
1438	885	LLHKPE_02092	178,12	42	42	4,88E+07	7	5	7	Carbamidomethylation	30021	2-dehydro-3-deoxyphosphooctonate aldolase
1098	588	LLHKPE_03268	178,11	18	18	3,41E+07	6	6	9	Carbamidomethylation	57014	Methyltransferase regulatory domain-containing protein
1089	1622	JABIIP_00353	178	21	21	3,68E+07	5	5	9	Carbamidomethylation	54211	Tyrosine phenol-lyase
1034	1294	LNJFLG_02801	177,98	11	11	4,89E+05	6	1	10	Carbamidomethylation	77519	elongation factor G
856	617	LLHKPE_02165	177,97	12	12	5,32E+07	7	6	12	Deamidation (NQ)	106273	isoleucine--tRNA ligase
1261	1146	FCFFJI_01729	177,86	27	27	5,06E+07	7	7	8	Carbamidomethylation	41574	Patatin-like phospholipase family protein
1823	1706	AOOPHA_00283	177,78	27	27	1,41E+07	5	5	5		31794	LamG domain-containing protein
1173	831	LLHKPE_00027	177,6	20	20	6,46E+07	7	7	9		77884	LysM domain-containing protein
844	2206	JABIIP_02297	177,46	39	39	1,23E+08	5	5	13	Deamidation (NQ); Oxidation (M)	12905	Roadblock/LAMTOR2 domain-containing protein
1644	1366	FCFFJI_02010	177,42	59	59	6,72E+07	5	5	6	Carbamidomethylation	16738	6 7-dimethyl-8-ribityllumazine synthase
1701	1359	FCFFJI_01091	177,21	22	22	5,50E+07	5	5	5	Carbamidomethylation	45059	AMP-binding protein
916	697	FCFFJI_02347	177,17	18	18	9,78E+07	7	6	12	Carbamidomethylation; Deamidation (NQ)	55400	Acyl-CoA carboxylase subunit beta
892	439	LLHKPE_01743	177,16	23	23	3,43E+07	9	9	12	Deamidation (NQ)	51319	DUF2252 domain-containing protein
1783	1734	JHMPCE_00339	177,06	22	22	5,19E+07	5	5	5	Carbamidomethylation	39753	OmpA-like domain-containing protein
977	1221	JABIIP_02739	177,04	56	56	1,18E+07	7	4	11	Oxidation (M)	17767	30S ribosomal protein S7
1021	758	LLHKPE_01231	176,87	23	23	6,35E+07	7	4	10	Deamidation (NQ)	41003	Tol-Pal system beta propeller repeat protein TolB
566	1713	JABIIP_00109	176,82	37	37	9,19E+06	5	3	18	Carbamidomethylation; Deamidation (NQ)	17150	Calcium:proton antiporter
1202	693	LLHKPE_01847	176,79	16	16	3,39E+07	7	7	8		63921	Sulfite reductase
1435	2540	FCFFJI_01498	176,74	45	45	1,04E+08	4	4	7		11629	Transcriptional regulator
1115	1941	LLHKPE_03278	176,62	18	18	4,19E+07	5	5	9	Carbamidomethylation	51460	Soluble pyridine nucleotide transhydrogenase
1224	804	LLHKPE_03583	176,57	13	13	2,46E+07	7	6	8		95776	Alanine--tRNA ligase
1130	1103	JABIIP_01431	176,54	20	20	1,89E+07	5	2	9	Carbamidomethylation; Deamidation (NQ)	49176	Alpha-amylase
1076	2759	FCFFJI_00429	176,45	48	48	1,88E+08	4	4	10	Carbamidomethylation; Oxidation (M)	11097	DUF4168 domain-containing protein
1404	1384	FCFFJI_00603	176,34	31	31	4,63E+07	5	5	7		26746	VacJ family lipoprotein
1509	1011	FCFFJI_01869	176,11	26	26	9,16E+07	5	5	6	Carbamidomethylation	36494	Phosphate acyltransferase
1019	1373	FCFFJI_01501	176,08	36	36	9,34E+07	6	6	10	Deamidation (NQ)	24521	Type 4a pilus biogenesis protein PilO
1341	495	LLHKPE_03053	176,05	14	14	2,63E+07	6	4	7		70028	ABC-type oligopeptide transport system  periplasmic component
1340	1097	FCFFJI_01637	175,72	35	35	4,96E+07	6	6	7	Carbamidomethylation	40663	Alanine--glyoxylate aminotransferase family protein
1399	1147	JABIIP_02040	175,65	17	17	1,07E+06	6	1	7	Carbamidomethylation	56501	Long-chain fatty acid--CoA ligase
1260	1493	FCFFJI_02351	175,6	28	28	4,29E+07	6	6	8		36688	Dihydroorotate dehydrogenase-like protein
1309	2153	FCFFJI_00940	175,56	41	41	1,39E+08	4	4	8		15508	Hsp20/alpha crystallin family protein
1554	2763	LLHKPE_01997	175,05	41	41	1,68E+07	3	3	6		16894	Chemotaxis phosphatase CheX-like domain-containing protein
1177	1209	LLHKPE_00512	175,02	31	31	5,19E+07	6	3	9	Oxidation (M)	24278	50S ribosomal protein L1
